thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
32,0,32,[-0.2265625],[-0.4153645833333333],[1],[0],[0],[1.8814325000275858],['target'],32,0,32,0,57.00533539999742,,10,56.9832916999585,57.00533539999742,57.00533539999742,0.050062700000125915,58.01329089998035,58.865351199987344,[-0.2265625],[-0.4153645833333333],[1],[0],[0],[1.8814325000275858],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
33,0,33,[-0.009114583333333334],[0.4622395833333333],[1],[0],[0],[1.7422128000180237],['target'],33,0,33,0,58.905998300004285,,5,58.88994709996041,58.905998300004285,58.905998300004285,0.024380600021686405,59.913116799958516,60.632833199983,[-0.009114583333333334],[0.4622395833333333],[1],[0],[0],[1.7422128000180237],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
34,0,34,[0.3893229166666667],[-0.029947916666666668],[1],[0],[0],[3.2641365999588743],['target'],34,0,34,0,60.7076839999645,,10,60.684352699958254,60.7076839999645,60.7076839999645,0.05133030004799366,61.71305510000093,63.94912619999377,[0.3893229166666667],[-0.029947916666666668],[1],[0],[0],[3.2641365999588743],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
35,0,35,[-0.16276041666666666],[0.2682291666666667],[1],[0],[0],[1.1971354999695905],['target'],35,0,35,0,64.04505600000266,,10,64.01730119995773,64.04505600000266,64.04505600000266,0.0679043999989517,65.04645929997787,65.21500490000471,[-0.16276041666666666],[0.2682291666666667],[1],[0],[0],[1.1971354999695905],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
36,0,36,[0.3098958333333333],[-0.1875],[1],[0],[0],[1.9513373999507166],[None],36,0,36,0,65.30314699996961,,10,65.27477999997791,65.30314699996961,65.30314699996961,0.05940679996274412,66.3133788999985,67.22936080000363,[0.3098958333333333],[-0.1875],[1],[0],[0],[1.9513373999507166],[None],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
37,0,37,[-0.2877604166666667],[0.2994791666666667],[1],[0],[0],[1.1364731999929063],['target'],37,0,37,0,67.32234739995329,,10,67.29432029998861,67.32234739995329,67.32234739995329,0.06460529996547848,68.3300687999581,68.43132669996703,[-0.2877604166666667],[0.2994791666666667],[1],[0],[0],[1.1364731999929063],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
38,0,38,[-0.10026041666666667],[0.17708333333333334],[1],[0],[0],[0.9734759000129998],['target'],38,0,38,0,68.4732119999826,,5,68.45837839995511,68.4732119999826,68.4732119999826,0.02679050003644079,,69.43240259995218,[-0.10026041666666667],[0.17708333333333334],[1],[0],[0],[0.9734759000129998],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
39,0,39,[0.08072916666666667],[-0.19010416666666666],[1],[0],[0],[1.188074300007429],['target'],39,0,39,0,69.47491910000099,,5,69.45944379997673,69.47491910000099,69.47491910000099,0.026936399983242154,70.47928420000244,70.64815540000563,[0.08072916666666667],[-0.19010416666666666],[1],[0],[0],[1.188074300007429],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
40,0,40,[0.0078125],[-0.029947916666666668],[1],[0],[0],[1.9954955000430346],['target'],40,0,40,0,70.72666190000018,,10,70.70233919995371,70.72666190000018,70.72666190000018,0.05398870003409684,71.72926689998712,72.69847889995435,[0.0078125],[-0.029947916666666668],[1],[0],[0],[1.9954955000430346],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
41,0,41,[-0.20182291666666666],[-0.10026041666666667],[1],[0],[0],[2.3778587999986485],['target'],41,0,41,0,72.77677999995649,,10,72.75372320000315,72.77677999995649,72.77677999995649,0.05496719997609034,73.7797317999648,75.13223869999638,[-0.20182291666666666],[-0.10026041666666667],[1],[0],[0],[2.3778587999986485],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
42,0,42,[0.3450520833333333],[0.028645833333333332],[1],[0],[0],[1.6396629000082612],['target'],42,0,42,0,75.17375610000454,,5,75.15872829995351,75.17375610000454,75.17375610000454,0.026227800000924617,76.17900119995466,76.7989610999939,[0.3450520833333333],[0.028645833333333332],[1],[0],[0],[1.6396629000082612],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
43,0,43,[0.171875],[0.45703125],[1],[0],[0],[1.4522675999905914],['target'],43,0,43,0,76.84364789997926,,5,76.82792219996918,76.84364789997926,76.84364789997926,0.028708399971947074,77.84609389997786,78.2810719999834,[0.171875],[0.45703125],[1],[0],[0],[1.4522675999905914],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
44,0,44,[-0.48046875],[0.3984375],[1],[0],[0],[1.8731863000430167],['target'],44,0,44,0,78.32465589995263,,5,78.30777579999994,78.32465589995263,78.32465589995263,0.026494399993680418,79.32926319999387,80.18161599995801,[-0.48046875],[0.3984375],[1],[0],[0],[1.8731863000430167],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
45,0,45,[0.061197916666666664],[-0.1328125],[1],[0],[0],[2.4390486999764107],[None],45,0,45,0,80.22180429997388,,5,80.20756389998132,80.22180429997388,80.22180429997388,0.025750599976163357,81.22887779999292,82.64723869995214,[0.061197916666666664],[-0.1328125],[1],[0],[0],[2.4390486999764107],[None],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
46,0,46,[0.4075520833333333],[0.18619791666666666],[1],[0],[0],[1.157642800011672],['target'],46,0,46,0,82.68865039997036,,5,82.67376839998178,82.68865039997036,82.68865039997036,0.026352600019890815,83.6956125999568,83.83208239998203,[0.4075520833333333],[0.18619791666666666],[1],[0],[0],[1.157642800011672],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
47,0,47,[0.3802083333333333],[-0.20833333333333334],[1],[0],[0],[1.1883236999856308],['target'],47,0,47,0,83.87496749998536,,5,83.85908839997137,83.87496749998536,83.87496749998536,0.026808800001163036,84.87926469999366,85.04807379998965,[0.3802083333333333],[-0.20833333333333334],[1],[0],[0],[1.1883236999856308],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
48,0,48,[-0.234375],[-0.26171875],[1],[0],[0],[1.089499500056263],['target'],48,0,48,0,85.08946719998494,,5,85.07389749999857,85.08946719998494,85.08946719998494,0.025605799979530275,86.09540069999639,86.16400930000236,[-0.234375],[-0.26171875],[1],[0],[0],[1.089499500056263],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
49,0,49,[0.07421875],[-0.390625],[1],[0],[0],[1.0397053000051528],['target'],49,0,49,0,86.20656209997833,,5,86.19102959998418,86.20656209997833,86.20656209997833,0.026817399950232357,87.21234629995888,87.23139999998966,[0.07421875],[-0.390625],[1],[0],[0],[1.0397053000051528],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
50,0,50,[-0.07682291666666667],[0.4388020833333333],[1],[0],[0],[1.572737500013318],['target'],50,0,50,0,87.27403529995354,,5,87.2578222999582,87.27403529995354,87.27403529995354,0.026123299961909652,88.27829190000193,88.83120709995274,[-0.07682291666666667],[0.4388020833333333],[1],[0],[0],[1.572737500013318],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
51,0,51,[0.052083333333333336],[-0.3919270833333333],[1],[0],[0],[1.074471400002949],[None],51,0,51,0,88.88771869998891,,5,88.87176549999276,88.88771869998891,88.88771869998891,0.04035780002595857,89.89513309998438,89.94731149997097,[0.052083333333333336],[-0.3919270833333333],[1],[0],[0],[1.074471400002949],[None],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
52,0,52,[-0.15494791666666666],[0.33984375],[1],[0],[0],[0.8866433999501169],['target'],52,0,52,0,89.99338090000674,,5,89.97739580000052,89.99338090000674,89.99338090000674,0.029859900008887053,,90.8647225999739,[-0.15494791666666666],[0.33984375],[1],[0],[0],[0.8866433999501169],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
53,0,53,[-0.5026041666666666],[-0.02734375],[1],[0],[0],[0.9281746000051498],[None],53,0,53,0,90.94334749999689,,10,90.91807590000099,90.94334749999689,90.94334749999689,0.05314789997646585,,91.84690339997178,[-0.5026041666666666],[-0.02734375],[1],[0],[0],[0.9281746000051498],[None],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
54,0,54,[-0.049479166666666664],[-0.3958333333333333],[1],[0],[0],[1.0893891000305302],[None],54,0,54,0,91.89004069997463,,5,91.87430440000026,91.89004069997463,91.89004069997463,0.02711650001583621,92.8950781999738,92.9643236999982,[-0.049479166666666664],[-0.3958333333333333],[1],[0],[0],[1.0893891000305302],[None],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
55,0,55,[-0.3671875],[0.09505208333333333],[1],[0],[0],[1.0159844000008889],['target'],55,0,55,0,93.01636059995508,,5,92.99779689998832,93.01636059995508,93.01636059995508,0.03321630001300946,94.05750289995922,94.01436999998987,[-0.3671875],[0.09505208333333333],[1],[0],[0],[1.0159844000008889],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
56,0,56,[-0.4192708333333333],[0.053385416666666664],[1],[0],[0],[0.8056874999892898],['target'],56,0,56,0,94.05750289995922,,5,94.04145489999792,94.05750289995922,94.05750289995922,0.02677260001655668,,94.84768489998532,[-0.4192708333333333],[0.053385416666666664],[1],[0],[0],[0.8056874999892898],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
57,0,57,[-0.20963541666666666],[0.3307291666666667],[1],[0],[0],[1.0548999999882653],['target'],57,0,57,0,94.8909113999689,,5,94.8752956999815,94.8909113999689,94.8909113999689,0.02732510003261268,95.89512229996035,95.93072449997999,[-0.20963541666666666],[0.3307291666666667],[1],[0],[0],[1.0548999999882653],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
58,0,58,[0.4375],[-0.005208333333333333],[1],[0],[0],[1.7522917999885976],['target'],58,0,58,0,95.97674700000789,,5,95.96130859997356,95.97674700000789,95.97674700000789,0.030346699990332127,96.97868939995533,97.71425109996926,[0.4375],[-0.005208333333333333],[1],[0],[0],[1.7522917999885976],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
59,0,59,[0.21484375],[-0.4375],[1],[0],[0],[1.1261050999746658],['target'],59,0,59,0,97.77097869996214,,5,97.75404539995361,97.77097869996214,97.77097869996214,0.039583500009030104,98.7781056999811,98.88076199998613,[0.21484375],[-0.4375],[1],[0],[0],[1.1261050999746658],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
60,0,60,[-0.2578125],[0.33203125],[1],[0],[0],[1.4292567999800667],['target'],60,0,60,0,98.96443529997487,,10,98.93484729999909,98.96443529997487,98.96443529997487,0.05389540002215654,99.97811749996617,100.36473460000707,[-0.2578125],[0.33203125],[1],[0],[0],[1.4292567999800667],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
61,0,61,[-0.07161458333333333],[-0.4440104166666667],[1],[0],[0],[1.9046124999877065],['target'],61,0,61,0,100.40740349999396,,5,100.39203099999577,100.40740349999396,100.40740349999396,0.02706300001591444,101.41159249999328,102.29737349995412,[-0.07161458333333333],[-0.4440104166666667],[1],[0],[0],[1.9046124999877065],['target'],260865,001,2024-10-10_16h37.30.912,script,2024.2.1post4,60.10959180954964,2024-10-10 16h37.48.803722 +0530,
