thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
60,0,60,[0.1171875],[-0.21223958333333334],[1],[0],[0],[0.9314442999893799],['target'],60,0,60,0,96.44672450004146,,10,96.41646730003413,96.44672450004146,96.44672450004146,0.06769629998598248,,97.34851720003644,[0.1171875],[-0.21223958333333334],[1],[0],[0],[0.9314442999893799],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
61,0,61,[-0.24348958333333334],[-0.4348958333333333],[1],[0],[0],[1.5516394999576733],['target'],61,0,61,0,97.44893640000373,,10,97.41263550001895,97.44893640000373,97.44893640000373,0.0638215999933891,98.46183750004275,98.9649959000526,[-0.24348958333333334],[-0.4348958333333333],[1],[0],[0],[1.5516394999576733],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
62,0,62,[-0.08854166666666667],[0.4479166666666667],[1],[0],[0],[0.9521403000107966],['target'],62,0,62,0,99.0167629000498,,5,98.99645140004577,99.0167629000498,99.0167629000498,0.03116119996411726,,99.94940950005548,[-0.08854166666666667],[0.4479166666666667],[1],[0],[0],[0.9521403000107966],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
63,0,63,[0.07421875],[-0.3111979166666667],[1],[0],[0],[1.4988942999625579],['target'],63,0,63,0,100.00088990002405,,5,99.98256540001603,100.00088990002405,100.00088990002405,0.03290789999300614,101.01712720002979,101.4827176000108,[0.07421875],[-0.3111979166666667],[1],[0],[0],[1.4988942999625579],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
64,0,64,[0.4752604166666667],[0.009114583333333334],[1],[0],[0],[1.8465023000026122],['target'],64,0,64,0,101.58469850005349,,10,101.55051080003614,101.58469850005349,101.58469850005349,0.06754519999958575,102.59632470004726,103.39796000003116,[0.4752604166666667],[0.009114583333333334],[1],[0],[0],[1.8465023000026122],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
65,0,65,[-0.3372395833333333],[-0.09895833333333333],[1],[0],[0],[3.1163673999835737],['target'],65,0,65,0,103.49427320004907,,10,103.46404280001298,103.49427320004907,103.49427320004907,0.06579530000453815,104.49508140003309,106.58109400002286,[-0.3372395833333333],[-0.09895833333333333],[1],[0],[0],[3.1163673999835737],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
66,0,66,[0.4895833333333333],[-0.15625],[1],[0],[0],[1.6495118999737315],['target'],66,0,66,0,106.63087330001872,,5,106.61414489999879,106.63087330001872,106.63087330001872,0.032750000013038516,107.64494700002251,108.26408210000955,[0.4895833333333333],[-0.15625],[1],[0],[0],[1.6495118999737315],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
67,0,67,[0.2526041666666667],[0.033854166666666664],[1],[0],[0],[1.972460900025908],['target'],67,0,67,0,108.30873520002933,,5,108.29113500000676,108.30873520002933,108.30873520002933,0.026848899957258254,109.31176760001108,110.26426600001287,[0.2526041666666667],[0.033854166666666664],[1],[0],[0],[1.972460900025908],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
68,0,68,[0.2825520833333333],[0.2981770833333333],[1],[0],[0],[1.3561075000325218],['target'],68,0,68,0,110.32827630004613,,5,110.30762000003597,110.32827630004613,110.32827630004613,0.04312620003474876,111.32801700005075,111.6641831000452,[0.2825520833333333],[0.2981770833333333],[1],[0],[0],[1.3561075000325218],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
69,0,69,[-0.2916666666666667],[-0.30859375],[1],[0],[0],[0.8878161999746226],['target'],69,0,69,0,111.70814590004738,,5,111.69198650005274,111.70814590004738,111.70814590004738,0.027601299982052296,,112.58044650004013,[-0.2916666666666667],[-0.30859375],[1],[0],[0],[0.8878161999746226],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
70,0,70,[-0.22395833333333334],[-0.3190104166666667],[1],[0],[0],[1.0186585999908857],['target'],70,0,70,0,112.684988300025,,10,112.64560780004831,112.684988300025,112.684988300025,0.0649202999775298,,113.66496620001271,[-0.22395833333333334],[-0.3190104166666667],[1],[0],[0],[1.0186585999908857],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
71,0,71,[0.3671875],[0.30078125],[1],[0],[0],[2.824539499997627],['target'],71,0,71,0,113.76824340003077,,10,113.73928040004103,113.76824340003077,113.76824340003077,0.07398689998080954,114.7777805000078,116.56452120002359,[0.3671875],[0.30078125],[1],[0],[0],[2.824539499997627],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
72,0,72,[0.31640625],[-0.3359375],[1],[0],[0],[0.9694832999957725],['target'],72,0,72,0,116.6099450000329,,5,116.59417620004388,116.6099450000329,116.6099450000329,0.02935480000451207,,117.56442170002265,[0.31640625],[-0.3359375],[1],[0],[0],[0.9694832999957725],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
73,0,73,[-0.16145833333333334],[-0.17057291666666666],[1],[0],[0],[1.0741449999623],['target'],73,0,73,0,117.67588590004016,,10,117.63980140001513,117.67588590004016,117.67588590004016,0.07515869999770075,118.68440200004261,118.72049690003041,[-0.16145833333333334],[-0.17057291666666666],[1],[0],[0],[1.0741449999623],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
74,0,74,[-0.3684895833333333],[-0.3268229166666667],[1],[0],[0],[1.3617064999998547],['target'],74,0,74,0,118.77648250001948,,5,118.75485250004567,118.77648250001948,118.77648250001948,0.03400440001860261,119.80235890002223,120.11715940001886,[-0.3684895833333333],[-0.3268229166666667],[1],[0],[0],[1.3617064999998547],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
75,0,75,[-0.049479166666666664],[-0.028645833333333332],[1],[0],[0],[1.2190108999493532],['target'],75,0,75,0,120.22464040003251,,10,120.18899010005407,120.22464040003251,120.22464040003251,0.07158849999541417,121.22752480005147,121.40885400003754,[-0.049479166666666664],[-0.028645833333333332],[1],[0],[0],[1.2190108999493532],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
76,0,76,[0.21223958333333334],[0.4309895833333333],[1],[0],[0],[1.5914584000129253],['target'],76,0,76,0,121.50391880003735,,10,121.47174330003327,121.50391880003735,121.50391880003735,0.06260359997395426,122.51183780003339,123.0638151000021,[0.21223958333333334],[0.4309895833333333],[1],[0],[0],[1.5914584000129253],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
77,0,77,[0.30078125],[0.24088541666666666],[1],[0],[0],[1.5859660999849439],['target'],77,0,77,0,123.1736667000223,,10,123.14415380003629,123.1736667000223,123.1736667000223,0.08006459998432547,124.17732880002586,124.73073050001403,[0.30078125],[0.24088541666666666],[1],[0],[0],[1.5859660999849439],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
78,0,78,[0.3502604166666667],[0.2734375],[1],[0],[0],[1.352687300008256],['target'],78,0,78,0,124.8259786000126,,10,124.79416119999951,124.8259786000126,124.8259786000126,0.06310520000988618,125.82743600005051,126.14765370002715,[0.3502604166666667],[0.2734375],[1],[0],[0],[1.352687300008256],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
79,0,79,[0.24869791666666666],[0.028645833333333332],[1],[0],[0],[1.081808999995701],['target'],79,0,79,0,126.19858170003863,,5,126.18114350002725,126.19858170003863,126.19858170003863,0.033182899991516024,127.21034810005222,127.26359800004866,[0.24869791666666666],[0.028645833333333332],[1],[0],[0],[1.081808999995701],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
80,0,80,[0.19010416666666666],[0.5],[1],[0],[0],[2.0996705000288785],['target'],80,0,80,0,127.32644620002247,,5,127.29638950002845,127.32644620002247,127.32644620002247,0.03257610002765432,128.3271856000065,129.39663100003963,[0.19010416666666666],[0.5],[1],[0],[0],[2.0996705000288785],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
81,0,81,[-0.12239583333333333],[-0.4127604166666667],[1],[0],[0],[1.6166493000346236],['target'],81,0,81,0,129.5043456000276,,10,129.46286740002688,129.5043456000276,129.5043456000276,0.06600649998290464,130.51041030004853,131.08023920003325,[-0.12239583333333333],[-0.4127604166666667],[1],[0],[0],[1.6166493000346236],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
82,0,82,[0.20572916666666666],[-0.13932291666666666],[1],[0],[0],[1.4776630000560544],['target'],82,0,82,0,131.1386613000068,,5,131.1187127000303,131.1386613000068,131.1386613000068,0.038175599998794496,132.14374100003624,132.59705250000115,[0.20572916666666666],[-0.13932291666666666],[1],[0],[0],[1.4776630000560544],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
83,0,83,[0.09505208333333333],[0.00390625],[1],[0],[0],[0.9290867999661714],['target'],83,0,83,0,132.65242150000995,,5,132.63308140001027,132.65242150000995,132.65242150000995,0.035798000055365264,,133.5628190000425,[0.09505208333333333],[0.00390625],[1],[0],[0],[0.9290867999661714],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
84,0,84,[-0.015625],[0.1328125],[1],[0],[0],[0.8572709999862127],['target'],84,0,84,0,133.62506070005475,,5,133.60512740002014,133.62506070005475,133.62506070005475,0.0420779999694787,,134.4629967000219,[-0.015625],[0.1328125],[1],[0],[0],[0.8572709999862127],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
85,0,85,[0.17447916666666666],[-0.016927083333333332],[1],[0],[0],[0.8231717000016943],['target'],85,0,85,0,134.52397530002054,,5,134.50617900001816,134.52397530002054,134.52397530002054,0.04296400002203882,,135.33017950004432,[0.17447916666666666],[-0.016927083333333332],[1],[0],[0],[0.8231717000016943],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
86,0,86,[0.20442708333333334],[-0.4205729166666667],[1],[0],[0],[1.7301090999972075],['target'],86,0,86,0,135.42580730002373,,10,135.39859900000738,135.42580730002373,135.42580730002373,0.06818429997656494,136.4269903000095,137.12936230003834,[0.20442708333333334],[-0.4205729166666667],[1],[0],[0],[1.7301090999972075],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
87,0,87,[-0.171875],[-0.049479166666666664],[1],[0],[0],[1.0669482999946922],['target'],87,0,87,0,137.1800971000339,,5,137.16172190004727,137.1800971000339,137.1800971000339,0.032068800006527454,138.1940184000414,138.2292802000302,[-0.171875],[-0.049479166666666664],[1],[0],[0],[1.0669482999946922],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
88,0,88,[-0.2877604166666667],[0.4361979166666667],[1],[0],[0],[1.9460607999935746],['target'],88,0,88,0,138.2836124000023,,5,138.26231170003302,138.2836124000023,138.2836124000023,0.03280679997988045,139.29368740000064,140.23931680002715,[-0.2877604166666667],[0.4361979166666667],[1],[0],[0],[1.9460607999935746],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
89,0,89,[-0.3528645833333333],[0.2825520833333333],[1],[0],[0],[1.445882999978494],['target'],89,0,89,0,140.43320120003773,,10,140.3161680000485,140.43320120003773,140.43320120003773,0.07640750001883134,141.4444595000241,141.76280340005178,[-0.3528645833333333],[0.2825520833333333],[1],[0],[0],[1.445882999978494],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
90,0,90,[-0.3984375],[0.2109375],[1],[0],[0],[0.8363974000094458],['target'],90,0,90,0,141.88602920004632,,10,141.84343220002484,141.88602920004632,141.88602920004632,0.08030930004315451,,142.68076480005402,[-0.3984375],[0.2109375],[1],[0],[0],[0.8363974000094458],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
91,0,91,[-0.1953125],[0.30078125],[1],[0],[0],[1.02036369999405],['target'],91,0,91,0,142.74299880000763,,5,142.72538420005003,142.74299880000763,142.74299880000763,0.04425509995780885,143.74321860005148,143.7464648000314,[-0.1953125],[0.30078125],[1],[0],[0],[1.02036369999405],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
92,0,92,[0.21354166666666666],[-0.109375],[1],[0],[0],[1.355167599976994],['target'],92,0,92,0,143.80837530002464,,5,143.79059050005162,143.80837530002464,143.80837530002464,0.04389739996986464,144.80979870003648,145.1468231000472,[0.21354166666666666],[-0.109375],[1],[0],[0],[1.355167599976994],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
93,0,93,[-0.18880208333333334],[-0.2760416666666667],[1],[0],[0],[1.115354799956549],['target'],93,0,93,0,145.2423849000479,,10,145.2131165000028,145.2423849000479,145.2423849000479,0.06602009997004643,146.24302000005264,146.3291048000101,[-0.18880208333333334],[-0.2760416666666667],[1],[0],[0],[1.115354799956549],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
94,0,94,[-0.12239583333333333],[0.32421875],[1],[0],[0],[1.9043619000003673],['target'],94,0,94,0,146.44052830000874,,10,146.40771060000407,146.44052830000874,146.44052830000874,0.07831189996795729,147.4428875000449,148.31280960002914,[-0.12239583333333333],[0.32421875],[1],[0],[0],[1.9043619000003673],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
95,0,95,[-0.4466145833333333],[0.11458333333333333],[1],[0],[0],[1.1161002999870107],['target'],95,0,95,0,148.41028010001173,,10,148.37933740002336,148.41028010001173,148.41028010001173,0.06622760003665462,149.40945800003828,149.49627350002993,[-0.4466145833333333],[0.11458333333333333],[1],[0],[0],[1.1161002999870107],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
96,0,96,[0.140625],[-0.4088541666666667],[1],[0],[0],[1.5613820999860764],['target'],96,0,96,0,149.55109680001624,,5,149.53383560001384,149.55109680001624,149.55109680001624,0.03724490001332015,150.55962780001573,151.0958196000429,[0.140625],[-0.4088541666666667],[1],[0],[0],[1.5613820999860764],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
97,0,97,[0.48046875],[-0.2994791666666667],[1],[0],[0],[1.5194379999884404],['target'],97,0,97,0,151.14759090001462,,5,151.12820530001773,151.14759090001462,151.14759090001462,0.03216719999909401,152.15956780000124,152.6483019000152,[0.48046875],[-0.2994791666666667],[1],[0],[0],[1.5194379999884404],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
98,0,98,[-0.10546875],[0.4557291666666667],[1],[0],[0],[1.477500000037253],['target'],98,0,98,0,152.7029928000411,,5,152.68413510004757,152.7029928000411,152.7029928000411,0.03555390000110492,153.70938160002697,154.16232160001528,[-0.10546875],[0.4557291666666667],[1],[0],[0],[1.477500000037253],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
99,0,99,[0.28125],[-0.3450520833333333],[1],[0],[0],[2.1007279000477865],[None],99,0,99,0,154.25573870004155,,10,154.22721410001395,154.25573870004155,154.25573870004155,0.06467170000541955,155.25907810003264,156.32855080004083,[0.28125],[-0.3450520833333333],[1],[0],[0],[2.1007279000477865],[None],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
100,0,100,[0.3020833333333333],[-0.23958333333333334],[1],[0],[0],[0.8017507000477053],['target'],100,0,100,0,156.3774231999996,,5,156.3604164000135,156.3774231999996,156.3774231999996,0.031572100007906556,,157.16279590001795,[0.3020833333333333],[-0.23958333333333334],[1],[0],[0],[0.8017507000477053],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
101,0,101,[0.3229166666666667],[0.3255208333333333],[1],[0],[0],[1.9820676000090316],['target'],101,0,101,0,157.25929610000458,,10,157.22930490004364,157.25929610000458,157.25929610000458,0.06611730001168326,158.2599346000352,159.21185479999986,[0.3229166666666667],[0.3255208333333333],[1],[0],[0],[1.9820676000090316],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
102,0,102,[0.3268229166666667],[0.34765625],[1],[0],[0],[1.3016960000386462],['target'],102,0,102,0,159.25917130004382,,5,159.24285690003308,159.25917130004382,159.25917130004382,0.030707099998835474,160.2590510000009,160.54526510002324,[0.3268229166666667],[0.34765625],[1],[0],[0],[1.3016960000386462],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
103,0,103,[-0.0390625],[-0.3307291666666667],[1],[0],[0],[1.3843629999901168],['target'],103,0,103,0,160.59260600002017,,5,160.57591450004838,160.59260600002017,160.59260600002017,0.030435699969530106,161.59219280001707,161.9606330000097,[-0.0390625],[-0.3307291666666667],[1],[0],[0],[1.3843629999901168],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
104,0,104,[0.3098958333333333],[-0.4049479166666667],[1],[0],[0],[1.2097006000112742],['target'],104,0,104,0,162.0634273000178,,10,162.03485550003825,162.0634273000178,162.0634273000178,0.07403709995560348,163.07657930004643,163.24751050001942,[0.3098958333333333],[-0.4049479166666667],[1],[0],[0],[1.2097006000112742],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
105,0,105,[-0.2682291666666667],[0.2734375],[1],[0],[0],[1.0612599999876693],['target'],105,0,105,0,163.35414760001004,,10,163.31784490001155,163.35414760001004,163.35414760001004,0.06983059999765828,164.3602278000326,164.37981940002646,[-0.2682291666666667],[0.2734375],[1],[0],[0],[1.0612599999876693],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
106,0,106,[0.21875],[0.12369791666666667],[1],[0],[0],[0.9459196000243537],['target'],106,0,106,0,164.6183153000311,,10,164.5878580000135,164.6183153000311,164.6183153000311,0.20783140003914014,,165.53444610000588,[0.21875],[0.12369791666666667],[1],[0],[0],[0.9459196000243537],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
107,0,107,[-0.0078125],[0.4544270833333333],[1],[0],[0],[1.1414748999523],['target'],107,0,107,0,165.5900039000553,,5,165.56959990004543,165.5900039000553,165.5900039000553,0.034775500011164695,166.5918445000425,166.7117843000451,[-0.0078125],[0.4544270833333333],[1],[0],[0],[1.1414748999523],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
108,0,108,[-0.3763020833333333],[0.09244791666666667],[1],[0],[0],[0.9389873999753036],['target'],108,0,108,0,166.77300760004437,,5,166.7544232000364,166.77300760004437,166.77300760004437,0.042404300009366125,,167.69383770000422,[-0.3763020833333333],[0.09244791666666667],[1],[0],[0],[0.9389873999753036],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
109,0,109,[0.23828125],[-0.21484375],[1],[0],[0],[1.384354199981317],['target'],109,0,109,0,167.74377900001127,,5,167.72639580001123,167.74377900001127,167.74377900001127,0.03219719999469817,168.75861090002581,169.1113923000521,[0.23828125],[-0.21484375],[1],[0],[0],[1.384354199981317],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
110,0,110,[0.1484375],[-0.4778645833333333],[1],[0],[0],[1.0196027999627404],[None],110,0,110,0,169.22315130004426,,10,169.19093030004296,169.22315130004426,169.22315130004426,0.07930010004201904,170.30673080001725,170.2111352000502,[0.1484375],[-0.4778645833333333],[1],[0],[0],[1.0196027999627404],[None],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
111,0,111,[0.19270833333333334],[-0.21223958333333334],[1],[0],[0],[1.4026984000229277],['target'],111,0,111,0,170.30673080001725,,10,170.27497610001592,170.30673080001725,170.30673080001725,0.06355159997474402,171.30841230001533,171.67838860000484,[0.19270833333333334],[-0.21223958333333334],[1],[0],[0],[1.4026984000229277],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
112,0,112,[0.17447916666666666],[-0.2421875],[1],[0],[0],[0.7329829000518657],[None],112,0,112,0,171.73094460001448,,5,171.71193680004217,171.73094460001448,171.73094460001448,0.03324560000328347,,172.4456895000185,[0.17447916666666666],[-0.2421875],[1],[0],[0],[0.7329829000518657],[None],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
113,0,113,[0.2994791666666667],[0.024739583333333332],[1],[0],[0],[0.7774643000448123],['target'],113,0,113,0,172.54727740003727,,10,172.51616220001597,172.54727740003727,172.54727740003727,0.07022759999381378,,173.2942709000199,[0.2994791666666667],[0.024739583333333332],[1],[0],[0],[0.7774643000448123],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
114,0,114,[-0.22916666666666666],[0.11067708333333333],[1],[0],[0],[1.0383229999570176],['target'],114,0,114,0,173.4005818000296,,10,173.37269160000142,173.4005818000296,173.4005818000296,0.07812880002893507,174.40866980003193,174.4116659000283,[-0.22916666666666666],[0.11067708333333333],[1],[0],[0],[1.0383229999570176],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
115,0,115,[0.2747395833333333],[0.3216145833333333],[1],[0],[0],[1.0520294000161812],['target'],115,0,115,0,174.46145510004135,,5,174.44367430004058,174.46145510004135,174.46145510004135,0.03156219999073073,175.47592380002607,175.49625660001766,[0.2747395833333333],[0.3216145833333333],[1],[0],[0],[1.0520294000161812],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
116,0,116,[0.28125],[0.23046875],[1],[0],[0],[2.0802449000184424],['target'],116,0,116,0,175.6061836000299,,10,175.5683765000431,175.6061836000299,175.6061836000299,0.07182390004163608,176.60976270004176,177.64913560001878,[0.28125],[0.23046875],[1],[0],[0],[2.0802449000184424],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
117,0,117,[0.2682291666666667],[-0.022135416666666668],[1],[0],[0],[1.1604530999902636],['target'],117,0,117,0,177.7656698000501,,10,177.73409390001325,177.7656698000501,177.7656698000501,0.0846031000255607,178.77642080001533,178.8953729000059,[0.2682291666666667],[-0.022135416666666668],[1],[0],[0],[1.1604530999902636],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
118,0,118,[0.203125],[0.2825520833333333],[1],[0],[0],[1.0328196000191383],['target'],118,0,118,0,178.94698840001365,,5,178.92935230000876,178.94698840001365,178.94698840001365,0.03365360002499074,179.95940940000582,179.96281550003914,[0.203125],[0.2825520833333333],[1],[0],[0],[1.0328196000191383],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
119,0,119,[-0.2890625],[-0.1953125],[1],[0],[0],[1.3462651000008918],['target'],119,0,119,0,180.06053150002845,,10,180.03039020003052,180.06053150002845,180.06053150002845,0.06725870002992451,181.07812700001523,181.3772649000166,[-0.2890625],[-0.1953125],[1],[0],[0],[1.3462651000008918],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
120,0,120,[-0.13671875],[0.3515625],[1],[0],[0],[1.0833053999813274],['target'],120,0,120,0,181.4346320000477,,5,181.41162070003338,181.4346320000477,181.4346320000477,0.034068900044076145,182.44206450000638,182.49565840000287,[-0.13671875],[0.3515625],[1],[0],[0],[1.0833053999813274],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
121,0,121,[0.3841145833333333],[-0.20572916666666666],[1],[0],[0],[2.7244564999709837],['target'],121,0,121,0,182.6054845000035,,10,182.56868680001935,182.6054845000035,182.6054845000035,0.07270509999943897,183.60786810005084,185.29377510002814,[0.3841145833333333],[-0.20572916666666666],[1],[0],[0],[2.7244564999709837],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
122,0,122,[0.04296875],[-0.12890625],[1],[0],[0],[0.9420977999689057],['target'],122,0,122,0,185.398993800045,,10,185.36800910002785,185.398993800045,185.398993800045,0.07394210004713386,,186.31081630004337,[0.04296875],[-0.12890625],[1],[0],[0],[0.9420977999689057],['target'],683392,001,2024-10-10_16h17.04.585,script,2024.2.1post4,59.89279190889549,2024-10-10 16h17.13.563138 +0530,
