17.4106 	INFO 	Loaded monitor calibration from ['2024_08_09 11:02']
26.8678 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05000000000000001, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
26.8681 	EXP 	window1: mouseVisible = True
26.8699 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
26.8703 	EXP 	window1: mouseVisible = True
26.8705 	EXP 	window1: mouseVisible = True
26.8724 	EXP 	window1: mouseVisible = True
26.8736 	EXP 	window1: mouseVisible = True
26.9061 	EXP 	window1: mouseVisible = True
26.9063 	EXP 	window1: mouseVisible = True
26.9077 	EXP 	window1: mouseVisible = True
26.9089 	EXP 	window1: mouseVisible = True
26.9939 	EXP 	window1: mouseVisible = True
27.1484 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Click to submit', units='height', win=Window(...), wrapWidth=1)
0.0047 	EXP 	slider: autoLog = True
0.0047 	EXP 	slider: styleTweaks = []
0.0047 	EXP 	slider: styleTweaks = []
0.0047 	EXP 	slider: styleTweaks = []
0.0047 	EXP 	slider: styleTweaks = []
0.0047 	EXP 	slider: contrast = 1.0
0.0047 	EXP 	slider: markerPos = None
0.0047 	EXP 	slider: autoLog = True
0.0047 	EXP 	textbox: autoLog = True
0.0179 	EXP 	Imported study_word.xlsx as conditions, 15 conditions, 1 params
0.0200 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'study_word': 'book', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0960 	EXP 	text: height = 0.05000000000000001
0.0960 	EXP 	text: height = 0.05000000000000001
0.0960 	EXP 	text: height = 0.05000000000000001
0.0960 	EXP 	text: text = 'book'
0.0960 	EXP 	slider: markerPos = None
0.0960 	EXP 	slider: markerPos = None
0.0960 	EXP 	text: autoDraw = True
0.0960 	EXP 	slider: autoDraw = True
1.2113 	DATA 	Mouse: Left button down, pos=(418,156)
1.2382 	EXP 	slider: markerPos = 1.6197916666666667
1.2579 	EXP 	slider: markerPos = 1.6197916666666667
1.2755 	EXP 	slider: markerPos = 1.6197916666666667
1.2930 	EXP 	slider: markerPos = 1.6197916666666667
1.3105 	EXP 	slider: markerPos = 1.6197916666666667
1.3278 	EXP 	slider: markerPos = 1.6197916666666667
1.3448 	EXP 	slider: markerPos = 1.6197916666666667
1.3624 	EXP 	slider: markerPos = 1.6197916666666667
1.3763 	DATA 	Mouse:  Left button up, pos=(418,156)
1.3799 	EXP 	slider: markerPos = 1.6197916666666667
1.3973 	EXP 	slider: markerPos = 1.6197916666666667
1.3992 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'study_word': 'board', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
1.4247 	EXP 	text: autoDraw = False
1.4247 	EXP 	slider: autoDraw = False
1.4247 	EXP 	text: height = 0.05000000000000001
1.4247 	EXP 	text: height = 0.05000000000000001
1.4247 	EXP 	text: height = 0.05000000000000001
1.4247 	EXP 	text: text = 'board'
1.4247 	EXP 	slider: markerPos = None
1.4247 	EXP 	slider: markerPos = None
1.4247 	EXP 	text: autoDraw = True
1.4247 	EXP 	slider: autoDraw = True
2.2858 	DATA 	Mouse: Left button down, pos=(302,154)
2.3025 	EXP 	slider: markerPos = 1.015625
2.3221 	EXP 	slider: markerPos = 1.015625
2.3449 	EXP 	slider: markerPos = 1.015625
2.3663 	EXP 	slider: markerPos = 1.015625
2.3854 	EXP 	slider: markerPos = 1.015625
2.4007 	DATA 	Mouse:  Left button up, pos=(302,154)
2.4045 	EXP 	slider: markerPos = 1.015625
2.4225 	EXP 	slider: markerPos = 1.015625
2.4245 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'study_word': 'mouse', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
2.4490 	EXP 	text: autoDraw = False
2.4490 	EXP 	slider: autoDraw = False
2.4490 	EXP 	text: height = 0.05000000000000001
2.4490 	EXP 	text: height = 0.05000000000000001
2.4490 	EXP 	text: height = 0.05000000000000001
2.4490 	EXP 	text: text = 'mouse'
2.4490 	EXP 	slider: markerPos = None
2.4490 	EXP 	slider: markerPos = None
2.4490 	EXP 	text: autoDraw = True
2.4490 	EXP 	slider: autoDraw = True
2.8857 	DATA 	Mouse: Left button down, pos=(302,154)
2.9018 	EXP 	slider: markerPos = 1.015625
2.9198 	EXP 	slider: markerPos = 1.015625
2.9374 	EXP 	slider: markerPos = 1.015625
2.9550 	EXP 	slider: markerPos = 1.015625
2.9725 	EXP 	slider: markerPos = 1.015625
2.9896 	EXP 	slider: markerPos = 1.015625
3.0073 	EXP 	slider: markerPos = 1.015625
3.0211 	DATA 	Mouse:  Left button up, pos=(302,154)
3.0250 	EXP 	slider: markerPos = 1.015625
3.0423 	EXP 	slider: markerPos = 1.015625
3.0445 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'study_word': 'case', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
3.0634 	EXP 	text: autoDraw = False
3.0634 	EXP 	slider: autoDraw = False
3.0634 	EXP 	text: height = 0.05000000000000001
3.0634 	EXP 	text: height = 0.05000000000000001
3.0634 	EXP 	text: height = 0.05000000000000001
3.0634 	EXP 	text: text = 'case'
3.0634 	EXP 	slider: markerPos = None
3.0634 	EXP 	slider: markerPos = None
3.0634 	EXP 	text: autoDraw = True
3.0634 	EXP 	slider: autoDraw = True
3.5792 	DATA 	Mouse: Left button down, pos=(302,154)
3.6006 	EXP 	slider: markerPos = 1.015625
3.6182 	EXP 	slider: markerPos = 1.015625
3.6476 	EXP 	slider: markerPos = 1.015625
3.6646 	EXP 	slider: markerPos = 1.015625
3.6822 	EXP 	slider: markerPos = 1.015625
3.6989 	EXP 	slider: markerPos = 1.015625
3.7123 	DATA 	Mouse:  Left button up, pos=(302,154)
3.7162 	EXP 	slider: markerPos = 1.015625
3.7326 	EXP 	slider: markerPos = 1.015625
3.7345 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'study_word': 'keys', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
3.7560 	EXP 	text: autoDraw = False
3.7560 	EXP 	slider: autoDraw = False
3.7560 	EXP 	text: height = 0.05000000000000001
3.7560 	EXP 	text: height = 0.05000000000000001
3.7560 	EXP 	text: height = 0.05000000000000001
3.7560 	EXP 	text: text = 'keys'
3.7560 	EXP 	slider: markerPos = None
3.7560 	EXP 	slider: markerPos = None
3.7560 	EXP 	text: autoDraw = True
3.7560 	EXP 	slider: autoDraw = True
4.4524 	DATA 	Mouse: Left button down, pos=(943,160)
4.4692 	EXP 	slider: markerPos = 4.354166666666667
4.4867 	EXP 	slider: markerPos = 4.354166666666667
4.5048 	EXP 	slider: markerPos = 4.354166666666667
4.5225 	EXP 	slider: markerPos = 4.354166666666667
4.5400 	EXP 	slider: markerPos = 4.354166666666667
4.5573 	EXP 	slider: markerPos = 4.354166666666667
4.5747 	EXP 	slider: markerPos = 4.354166666666667
4.5889 	DATA 	Mouse:  Left button up, pos=(943,160)
4.5927 	EXP 	slider: markerPos = 4.354166666666667
4.6101 	EXP 	slider: markerPos = 4.354166666666667
4.6120 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'study_word': 'chart', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
4.6353 	EXP 	text: autoDraw = False
4.6353 	EXP 	slider: autoDraw = False
4.6353 	EXP 	text: height = 0.05000000000000001
4.6353 	EXP 	text: height = 0.05000000000000001
4.6353 	EXP 	text: height = 0.05000000000000001
4.6353 	EXP 	text: text = 'chart'
4.6353 	EXP 	slider: markerPos = None
4.6353 	EXP 	slider: markerPos = None
4.6353 	EXP 	text: autoDraw = True
4.6353 	EXP 	slider: autoDraw = True
5.6380 	DATA 	Mouse: Left button down, pos=(313,144)
5.6617 	EXP 	slider: markerPos = 1.0729166666666667
5.6792 	EXP 	slider: markerPos = 1.0729166666666667
5.6962 	EXP 	slider: markerPos = 1.0729166666666667
5.7138 	EXP 	slider: markerPos = 1.0729166666666667
5.7305 	EXP 	slider: markerPos = 1.0729166666666667
5.7474 	EXP 	slider: markerPos = 1.0729166666666667
5.7640 	EXP 	slider: markerPos = 1.0729166666666667
5.7808 	EXP 	slider: markerPos = 1.0729166666666667
5.7946 	DATA 	Mouse:  Left button up, pos=(313,144)
5.7983 	EXP 	slider: markerPos = 1.0729166666666667
5.8145 	EXP 	slider: markerPos = 1.0729166666666667
5.8167 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'study_word': 'pastry', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
5.8388 	EXP 	text: autoDraw = False
5.8388 	EXP 	slider: autoDraw = False
5.8388 	EXP 	text: height = 0.05000000000000001
5.8388 	EXP 	text: height = 0.05000000000000001
5.8388 	EXP 	text: height = 0.05000000000000001
5.8388 	EXP 	text: text = 'pastry'
5.8388 	EXP 	slider: markerPos = None
5.8388 	EXP 	slider: markerPos = None
5.8388 	EXP 	text: autoDraw = True
5.8388 	EXP 	slider: autoDraw = True
6.3020 	DATA 	Mouse: Left button down, pos=(313,146)
6.3172 	EXP 	slider: markerPos = 1.0729166666666667
6.3343 	EXP 	slider: markerPos = 1.0729166666666667
6.3513 	EXP 	slider: markerPos = 1.0729166666666667
6.3686 	EXP 	slider: markerPos = 1.0729166666666667
6.3859 	EXP 	slider: markerPos = 1.0729166666666667
6.4030 	EXP 	slider: markerPos = 1.0729166666666667
6.4200 	EXP 	slider: markerPos = 1.0729166666666667
6.4378 	EXP 	slider: markerPos = 1.0729166666666667
6.4522 	DATA 	Mouse:  Left button up, pos=(313,146)
6.4559 	EXP 	slider: markerPos = 1.0729166666666667
6.4730 	EXP 	slider: markerPos = 1.0729166666666667
6.4750 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'study_word': 'marble', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
6.4957 	EXP 	text: autoDraw = False
6.4957 	EXP 	slider: autoDraw = False
6.4957 	EXP 	text: height = 0.05000000000000001
6.4957 	EXP 	text: height = 0.05000000000000001
6.4957 	EXP 	text: height = 0.05000000000000001
6.4957 	EXP 	text: text = 'marble'
6.4957 	EXP 	slider: markerPos = None
6.4957 	EXP 	slider: markerPos = None
6.4957 	EXP 	text: autoDraw = True
6.4957 	EXP 	slider: autoDraw = True
6.9529 	DATA 	Mouse: Left button down, pos=(315,146)
6.9688 	EXP 	slider: markerPos = 1.0833333333333333
6.9862 	EXP 	slider: markerPos = 1.0833333333333333
7.0042 	EXP 	slider: markerPos = 1.0833333333333333
7.0220 	EXP 	slider: markerPos = 1.0833333333333333
7.0395 	EXP 	slider: markerPos = 1.0833333333333333
7.0569 	EXP 	slider: markerPos = 1.0833333333333333
7.0746 	EXP 	slider: markerPos = 1.0833333333333333
7.0922 	EXP 	slider: markerPos = 1.0833333333333333
7.1096 	EXP 	slider: markerPos = 1.0833333333333333
7.1272 	EXP 	slider: markerPos = 1.0833333333333333
7.1415 	DATA 	Mouse:  Left button up, pos=(315,146)
7.1454 	EXP 	slider: markerPos = 1.0833333333333333
7.1627 	EXP 	slider: markerPos = 1.0833333333333333
7.1658 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'study_word': 'cushion', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
7.1890 	EXP 	text: autoDraw = False
7.1890 	EXP 	slider: autoDraw = False
7.1890 	EXP 	text: height = 0.05000000000000001
7.1890 	EXP 	text: height = 0.05000000000000001
7.1890 	EXP 	text: height = 0.05000000000000001
7.1890 	EXP 	text: text = 'cushion'
7.1890 	EXP 	slider: markerPos = None
7.1890 	EXP 	slider: markerPos = None
7.1890 	EXP 	text: autoDraw = True
7.1890 	EXP 	slider: autoDraw = True
7.7359 	DATA 	Mouse: Left button down, pos=(315,146)
7.7514 	EXP 	slider: markerPos = 1.0833333333333333
7.7691 	EXP 	slider: markerPos = 1.0833333333333333
7.7868 	EXP 	slider: markerPos = 1.0833333333333333
7.8047 	EXP 	slider: markerPos = 1.0833333333333333
7.8223 	EXP 	slider: markerPos = 1.0833333333333333
7.8402 	EXP 	slider: markerPos = 1.0833333333333333
7.8577 	EXP 	slider: markerPos = 1.0833333333333333
7.8751 	EXP 	slider: markerPos = 1.0833333333333333
7.8921 	EXP 	slider: markerPos = 1.0833333333333333
7.9063 	DATA 	Mouse:  Left button up, pos=(315,146)
7.9100 	EXP 	slider: markerPos = 1.0833333333333333
7.9274 	EXP 	slider: markerPos = 1.0833333333333333
7.9295 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'study_word': 'laptop', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
7.9500 	EXP 	text: autoDraw = False
7.9500 	EXP 	slider: autoDraw = False
7.9500 	EXP 	text: height = 0.05000000000000001
7.9500 	EXP 	text: height = 0.05000000000000001
7.9500 	EXP 	text: height = 0.05000000000000001
7.9500 	EXP 	text: text = 'laptop'
7.9500 	EXP 	slider: markerPos = None
7.9500 	EXP 	slider: markerPos = None
7.9500 	EXP 	text: autoDraw = True
7.9500 	EXP 	slider: autoDraw = True
9.0859 	DATA 	Mouse: Left button down, pos=(917,152)
9.1017 	EXP 	slider: markerPos = 4.21875
9.1191 	EXP 	slider: markerPos = 4.21875
9.1363 	EXP 	slider: markerPos = 4.21875
9.1538 	EXP 	slider: markerPos = 4.21875
9.1716 	EXP 	slider: markerPos = 4.21875
9.1891 	EXP 	slider: markerPos = 4.21875
9.2073 	EXP 	slider: markerPos = 4.21875
9.2247 	EXP 	slider: markerPos = 4.21875
9.2422 	EXP 	slider: markerPos = 4.21875
9.2560 	DATA 	Mouse:  Left button up, pos=(917,152)
9.2597 	EXP 	slider: markerPos = 4.21875
9.2770 	EXP 	slider: markerPos = 4.21875
9.2791 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'study_word': 'police', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
9.2992 	EXP 	text: autoDraw = False
9.2992 	EXP 	slider: autoDraw = False
9.2992 	EXP 	text: height = 0.05000000000000001
9.2992 	EXP 	text: height = 0.05000000000000001
9.2992 	EXP 	text: height = 0.05000000000000001
9.2992 	EXP 	text: text = 'police'
9.2992 	EXP 	slider: markerPos = None
9.2992 	EXP 	slider: markerPos = None
9.2992 	EXP 	text: autoDraw = True
9.2992 	EXP 	slider: autoDraw = True
9.7782 	DATA 	Mouse: Left button down, pos=(293,182)
9.7997 	EXP 	slider: markerPos = 0.96875
9.8167 	EXP 	slider: markerPos = 0.96875
9.8340 	EXP 	slider: markerPos = 0.96875
9.8513 	EXP 	slider: markerPos = 0.96875
9.8693 	EXP 	slider: markerPos = 0.96875
9.8869 	EXP 	slider: markerPos = 0.96875
9.9011 	DATA 	Mouse:  Left button up, pos=(293,182)
9.9049 	EXP 	slider: markerPos = 0.96875
9.9221 	EXP 	slider: markerPos = 1
9.9242 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'study_word': 'cruise', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
9.9445 	EXP 	text: autoDraw = False
9.9445 	EXP 	slider: autoDraw = False
9.9445 	EXP 	text: height = 0.05000000000000001
9.9445 	EXP 	text: height = 0.05000000000000001
9.9445 	EXP 	text: height = 0.05000000000000001
9.9445 	EXP 	text: text = 'cruise'
9.9445 	EXP 	slider: markerPos = None
9.9445 	EXP 	slider: markerPos = None
9.9445 	EXP 	text: autoDraw = True
9.9445 	EXP 	slider: autoDraw = True
10.4285 	DATA 	Mouse: Left button down, pos=(416,150)
10.4498 	EXP 	slider: markerPos = 1.609375
10.4672 	EXP 	slider: markerPos = 1.609375
10.4841 	EXP 	slider: markerPos = 1.609375
10.5015 	EXP 	slider: markerPos = 1.609375
10.5188 	EXP 	slider: markerPos = 1.609375
10.5363 	EXP 	slider: markerPos = 1.609375
10.5536 	EXP 	slider: markerPos = 1.609375
10.5678 	DATA 	Mouse:  Left button up, pos=(416,150)
10.5716 	EXP 	slider: markerPos = 1.609375
10.5890 	EXP 	slider: markerPos = 1.609375
10.5911 	EXP 	New trial (rep=0, index=12): <Trial 12 (12 in rep 0) data={'study_word': 'phone', 'thisN': 12, 'thisTrialN': 12, 'thisRepN': 0}>
10.6118 	EXP 	text: autoDraw = False
10.6118 	EXP 	slider: autoDraw = False
10.6118 	EXP 	text: height = 0.05000000000000001
10.6118 	EXP 	text: height = 0.05000000000000001
10.6118 	EXP 	text: height = 0.05000000000000001
10.6118 	EXP 	text: text = 'phone'
10.6118 	EXP 	slider: markerPos = None
10.6118 	EXP 	slider: markerPos = None
10.6118 	EXP 	text: autoDraw = True
10.6118 	EXP 	slider: autoDraw = True
11.0338 	DATA 	Mouse: Left button down, pos=(265,159)
11.0559 	EXP 	slider: markerPos = 0.8229166666666665
11.0734 	EXP 	slider: markerPos = 0.8229166666666665
11.0907 	EXP 	slider: markerPos = 0.8229166666666665
11.1075 	EXP 	slider: markerPos = 0.8229166666666665
11.1245 	EXP 	slider: markerPos = 0.8229166666666665
11.1413 	EXP 	slider: markerPos = 0.8229166666666665
11.1586 	EXP 	slider: markerPos = 0.8229166666666665
11.1727 	DATA 	Mouse:  Left button up, pos=(265,159)
11.1766 	EXP 	slider: markerPos = 0.8229166666666665
11.1948 	EXP 	slider: markerPos = 1
11.1973 	EXP 	New trial (rep=0, index=13): <Trial 13 (13 in rep 0) data={'study_word': 'poster', 'thisN': 13, 'thisTrialN': 13, 'thisRepN': 0}>
11.2177 	EXP 	text: autoDraw = False
11.2177 	EXP 	slider: autoDraw = False
11.2177 	EXP 	text: height = 0.05000000000000001
11.2177 	EXP 	text: height = 0.05000000000000001
11.2177 	EXP 	text: height = 0.05000000000000001
11.2177 	EXP 	text: text = 'poster'
11.2177 	EXP 	slider: markerPos = None
11.2177 	EXP 	slider: markerPos = None
11.2177 	EXP 	text: autoDraw = True
11.2177 	EXP 	slider: autoDraw = True
12.0114 	DATA 	Mouse: Left button down, pos=(1039,203)
12.1517 	DATA 	Mouse:  Left button up, pos=(1039,203)
12.8954 	DATA 	Mouse: Left button down, pos=(1057,186)
12.9170 	EXP 	slider: markerPos = 4.947916666666667
12.9338 	EXP 	slider: markerPos = 4.947916666666667
12.9508 	EXP 	slider: markerPos = 4.947916666666667
12.9681 	EXP 	slider: markerPos = 4.947916666666667
12.9850 	EXP 	slider: markerPos = 4.947916666666667
13.0023 	EXP 	slider: markerPos = 4.947916666666667
13.0198 	EXP 	slider: markerPos = 4.947916666666667
13.0372 	EXP 	slider: markerPos = 4.947916666666667
13.0515 	DATA 	Mouse:  Left button up, pos=(1057,186)
13.0553 	EXP 	slider: markerPos = 4.947916666666667
13.0731 	EXP 	slider: markerPos = 4.947916666666667
13.0751 	EXP 	New trial (rep=0, index=14): <Trial 14 (14 in rep 0) data={'study_word': 'T-shirt', 'thisN': 14, 'thisTrialN': 14, 'thisRepN': 0}>
13.0997 	EXP 	text: autoDraw = False
13.0997 	EXP 	slider: autoDraw = False
13.0997 	EXP 	text: height = 0.05000000000000001
13.0997 	EXP 	text: height = 0.05000000000000001
13.0997 	EXP 	text: height = 0.05000000000000001
13.0997 	EXP 	text: text = 'T-shirt'
13.0997 	EXP 	slider: markerPos = None
13.0997 	EXP 	slider: markerPos = None
13.0997 	EXP 	text: autoDraw = True
13.0997 	EXP 	slider: autoDraw = True
14.0848 	DATA 	Mouse: Left button down, pos=(394,160)
14.1002 	EXP 	slider: markerPos = 1.4947916666666667
14.1169 	EXP 	slider: markerPos = 1.4947916666666667
14.1333 	EXP 	slider: markerPos = 1.4947916666666667
14.1500 	EXP 	slider: markerPos = 1.4947916666666667
14.1661 	EXP 	slider: markerPos = 1.4947916666666667
14.1827 	EXP 	slider: markerPos = 1.4947916666666667
14.1963 	DATA 	Mouse:  Left button up, pos=(394,160)
14.2007 	EXP 	slider: markerPos = 1.4947916666666667
14.2166 	EXP 	slider: markerPos = 1.4947916666666667
14.2334 	EXP 	Imported condition.xlsx as conditions, 20 conditions, 3 params
14.2345 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'test': '_o_ic_', 'reference': 'police', 'old_new': 'old', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
14.2681 	EXP 	text: autoDraw = False
14.2681 	EXP 	slider: autoDraw = False
14.2681 	EXP 	text_2: height = 0.05000000000000001
14.2681 	EXP 	text_2: height = 0.05000000000000001
14.2681 	EXP 	text_2: height = 0.05000000000000001
14.2681 	EXP 	text_2: text = '_o_ic_'
14.2681 	EXP 	text_2: autoDraw = True
14.2681 	EXP 	textbox: autoDraw = True
14.2681 	EXP 	text_3: autoDraw = True
16.4584 	DATA 	Keypress: p
16.8835 	DATA 	Keypress: o
17.2171 	DATA 	Keypress: l
17.5232 	DATA 	Keypress: i
17.7061 	DATA 	Keypress: c
18.1834 	DATA 	Keypress: e
19.8074 	DATA 	Mouse: Left button down, pos=(651,154)
19.8186 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'test': 'm_u_e', 'reference': 'mouse', 'old_new': 'old', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
19.8392 	EXP 	text_2: autoDraw = False
19.8392 	EXP 	textbox: autoDraw = False
19.8392 	EXP 	text_3: autoDraw = False
19.8392 	EXP 	text_2: height = 0.05000000000000001
19.8392 	EXP 	text_2: height = 0.05000000000000001
19.8392 	EXP 	text_2: height = 0.05000000000000001
19.8392 	EXP 	text_2: text = 'm_u_e'
19.8392 	EXP 	text_2: autoDraw = True
19.8392 	EXP 	textbox: autoDraw = True
19.8392 	EXP 	text_3: autoDraw = True
19.8926 	DATA 	Mouse:  Left button up, pos=(651,154)
20.8924 	DATA 	Keypress: m
21.1732 	DATA 	Keypress: o
21.4230 	DATA 	Keypress: u
21.5666 	DATA 	Keypress: s
21.8169 	DATA 	Keypress: e
23.4067 	DATA 	Mouse: Left button down, pos=(652,166)
23.4179 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'test': '_a_t_p', 'reference': 'laptop', 'old_new': 'old', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
