thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
62,0,62,[0.5052083333333334],[-0.0546875],[1],[0],[0],[1.1541701999958605],[None],62,0,62,0,101.42309570004,,10,101.39430159999756,101.42309570004,101.42309570004,0.06514890003018081,102.43448090000311,102.5492130999919,[0.5052083333333334],[-0.0546875],[1],[0],[0],[1.1541701999958605],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
63,0,63,[-0.24609375],[-0.4427083333333333],[1],[0],[0],[1.7179216999793425],[None],63,0,63,0,102.607507000037,,5,102.5871586999856,102.607507000037,102.607507000037,0.03748610004549846,103.6188242000062,104.305758100003,[-0.24609375],[-0.4427083333333333],[1],[0],[0],[1.7179216999793425],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
64,0,64,[-0.3138020833333333],[0.421875],[1],[0],[0],[1.4752658000215888],[None],64,0,64,0,104.40711770002963,,10,104.37719740002649,104.40711770002963,104.40711770002963,0.07114720001118258,105.42306390003068,105.85304970003199,[-0.3138020833333333],[0.421875],[1],[0],[0],[1.4752658000215888],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
65,0,65,[0.20442708333333334],[0.23307291666666666],[1],[0],[0],[1.5393095999606885],[None],65,0,65,0,105.9045098000206,,5,105.88583159999689,105.9045098000206,105.9045098000206,0.03244100004667416,106.90757899999153,107.42628670000704,[0.20442708333333334],[0.23307291666666666],[1],[0],[0],[1.5393095999606885],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
66,0,66,[0.4440104166666667],[0.3450520833333333],[1],[0],[0],[2.4525482999742962],['target'],66,0,66,0,107.5193517000298,,10,107.48982290003914,107.5193517000298,107.5193517000298,0.06320350000169128,108.52913969999645,109.94374700001208,[0.4440104166666667],[0.3450520833333333],[1],[0],[0],[2.4525482999742962],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
67,0,67,[0.06901041666666667],[-0.12890625],[1],[0],[0],[1.1410587999853306],['target'],67,0,67,0,110.03739559999667,,10,110.00699110003188,110.03739559999667,110.03739559999667,0.0622330000041984,111.05079090001527,111.1486784000299,[0.06901041666666667],[-0.12890625],[1],[0],[0],[1.1410587999853306],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
68,0,68,[-0.3033854166666667],[-0.10546875],[1],[0],[0],[1.109063400013838],['target'],68,0,68,0,111.25057550001657,,10,111.21699640003499,111.25057550001657,111.25057550001657,0.06796309998026118,112.2615422999952,112.32775070000207,[-0.3033854166666667],[-0.10546875],[1],[0],[0],[1.109063400013838],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
69,0,69,[-0.48828125],[0.19140625],[1],[0],[0],[1.2775202000048012],[None],69,0,69,0,112.38579299999401,,5,112.36484420002671,112.38579299999401,112.38579299999401,0.03661499998997897,113.39553430001251,113.64563400001498,[-0.48828125],[0.19140625],[1],[0],[0],[1.2775202000048012],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
70,0,70,[0.09635416666666667],[-0.009114583333333334],[1],[0],[0],[1.574100100027863],[None],70,0,70,0,113.70083849999355,,5,113.6799892000272,113.70083849999355,113.70083849999355,0.034036299970466644,114.70643210003618,115.25487770000473,[0.09635416666666667],[-0.009114583333333334],[1],[0],[0],[1.574100100027863],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
71,0,71,[-0.4596354166666667],[0.04296875],[1],[0],[0],[1.2011885999818332],['target'],71,0,71,0,115.31163340003695,,5,115.28985739999916,115.31163340003695,115.31163340003695,0.03466649999609217,116.33319670002675,116.49250320001738,[-0.4596354166666667],[0.04296875],[1],[0],[0],[1.2011885999818332],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
72,0,72,[0.06901041666666667],[-0.17708333333333334],[1],[0],[0],[1.1156461000209674],['target'],72,0,72,0,116.54453000001376,,5,116.52631520002615,116.54453000001376,116.54453000001376,0.03350070002488792,117.55172590003349,117.64335309999296,[0.06901041666666667],[-0.17708333333333334],[1],[0],[0],[1.1156461000209674],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
73,0,73,[0.30078125],[0.2760416666666667],[1],[0],[0],[1.3388786000432447],['target'],73,0,73,0,117.74390190001577,,10,117.71348620002391,117.74390190001577,117.74390190001577,0.06946810003137216,118.76676540001063,119.05299430002924,[0.30078125],[0.2760416666666667],[1],[0],[0],[1.3388786000432447],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
74,0,74,[-0.2265625],[0.3541666666666667],[1],[0],[0],[1.4162367000244558],['target'],74,0,74,0,119.10973740002373,,5,119.08790530002443,119.10973740002373,119.10973740002373,0.034562200016807765,120.12300570000662,120.50480470003095,[-0.2265625],[0.3541666666666667],[1],[0],[0],[1.4162367000244558],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
75,0,75,[-0.13020833333333334],[0.3919270833333333],[1],[0],[0],[1.2830165000050329],['target'],75,0,75,0,120.62864820001414,,10,120.57738000003155,120.62864820001414,120.62864820001414,0.07213440001942217,121.64043520000996,121.86282760003814,[-0.13020833333333334],[0.3919270833333333],[1],[0],[0],[1.2830165000050329],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
76,0,76,[-0.2903645833333333],[0.27734375],[1],[0],[0],[2.120752899965737],['target'],76,0,76,0,121.96325010003056,,10,121.93329690000974,121.96325010003056,121.96325010003056,0.06998770002974197,122.98326599999564,124.05487530003302,[-0.2903645833333333],[0.27734375],[1],[0],[0],[2.120752899965737],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
77,0,77,[-0.09895833333333333],[0.453125],[1],[0],[0],[3.419790399959311],['target'],77,0,77,0,124.109271000023,,5,124.08917900000233,124.109271000023,124.109271000023,0.03391530003864318,125.11718300002394,127.51059940003324,[-0.09895833333333333],[0.453125],[1],[0],[0],[3.419790399959311],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
78,0,78,[0.078125],[0.4596354166666667],[1],[0],[0],[1.8108607000322081],['target'],78,0,78,0,127.60923460003687,,10,127.57910820003599,127.60923460003687,127.60923460003687,0.06819229997927323,128.61991950002266,129.39073769998504,[0.078125],[0.4596354166666667],[1],[0],[0],[1.8108607000322081],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
79,0,79,[0.4830729166666667],[0.3046875],[1],[0],[0],[3.8000751999788918],['target'],79,0,79,0,129.48522410000442,,10,129.4547340000281,129.48522410000442,129.48522410000442,0.0636120000272058,130.48853989999043,133.2554805999971,[0.4830729166666667],[0.3046875],[1],[0],[0],[3.8000751999788918],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
80,0,80,[-0.38671875],[-0.4986979166666667],[1],[0],[0],[2.1283492000075057],['target'],80,0,80,0,133.3552437000326,,10,133.32551140000578,133.3552437000326,133.3552437000326,0.069668400043156,134.37178190000122,135.45453779998934,[-0.38671875],[-0.4986979166666667],[1],[0],[0],[2.1283492000075057],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
81,0,81,[-0.12239583333333333],[0.4466145833333333],[1],[0],[0],[1.42003510001814],['target'],81,0,81,0,135.50771299999906,,5,135.48846170003526,135.50771299999906,135.50771299999906,0.03355369996279478,136.5209941000212,136.9102237999905,[-0.12239583333333333],[0.4466145833333333],[1],[0],[0],[1.42003510001814],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
82,0,82,[0.140625],[0.040364583333333336],[1],[0],[0],[1.6227418999769725],['target'],82,0,82,0,137.00159410003107,,10,136.97320489998674,137.00159410003107,137.00159410003107,0.0626425999798812,138.0112351999851,138.59776660002535,[0.140625],[0.040364583333333336],[1],[0],[0],[1.6227418999769725],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
83,0,83,[0.1796875],[0.3177083333333333],[1],[0],[0],[1.173837399983313],['target'],83,0,83,0,138.65271870000288,,5,138.63401989999693,138.65271870000288,138.65271870000288,0.03586070000892505,139.66597650002223,139.8093566999887,[0.1796875],[0.3177083333333333],[1],[0],[0],[1.173837399983313],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
84,0,84,[-0.4752604166666667],[0.005208333333333333],[1],[0],[0],[1.3892517000203952],['target'],84,0,84,0,139.90960419998737,,10,139.87914650002494,139.90960419998737,139.90960419998737,0.06904139998368919,140.92281120002735,141.26901670004008,[-0.4752604166666667],[0.005208333333333333],[1],[0],[0],[1.3892517000203952],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
85,0,85,[-0.07161458333333333],[0.3802083333333333],[1],[0],[0],[2.235329699993599],[None],85,0,85,0,141.32204970001476,,5,141.3026560000144,141.32204970001476,141.32204970001476,0.03327539999736473,142.3380878000171,143.53865070000757,[-0.07161458333333333],[0.3802083333333333],[1],[0],[0],[2.235329699993599],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
86,0,86,[-0.16796875],[-0.4296875],[1],[0],[0],[2.0392953000264242],['target'],86,0,86,0,143.64772870001616,,10,143.61651289998554,143.64772870001616,143.64772870001616,0.07760910002980381,144.6659961999976,145.6565972000244,[-0.16796875],[-0.4296875],[1],[0],[0],[2.0392953000264242],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
87,0,87,[0.4088541666666667],[0.3541666666666667],[1],[0],[0],[1.5549394999979995],['target'],87,0,87,0,145.71073630003957,,5,145.69156760000624,145.71073630003957,145.71073630003957,0.03459390002535656,146.72071810002672,147.24716349999653,[0.4088541666666667],[0.3541666666666667],[1],[0],[0],[1.5549394999979995],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
88,0,88,[-0.5078125],[-0.359375],[1],[0],[0],[1.5275605999631807],['target'],88,0,88,0,147.35176089999732,,10,147.3186435000389,147.35176089999732,147.35176089999732,0.07119180000154302,148.36756009998498,148.84684499999275,[-0.5078125],[-0.359375],[1],[0],[0],[1.5275605999631807],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
89,0,89,[-0.13932291666666666],[-0.15364583333333334],[1],[0],[0],[1.2003576999995857],['target'],89,0,89,0,148.90242719999515,,5,148.88247370003955,148.90242719999515,148.90242719999515,0.03528750000987202,149.91560260002734,150.08341720001772,[-0.13932291666666666],[-0.15364583333333334],[1],[0],[0],[1.2003576999995857],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
90,0,90,[0.234375],[0.41796875],[1],[0],[0],[2.7570358000230044],['target'],90,0,90,0,150.1700269000139,,10,150.1432543999981,150.1700269000139,150.1700269000139,0.059616200043819845,151.18135530001018,152.90104060003068,[0.234375],[0.41796875],[1],[0],[0],[2.7570358000230044],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
91,0,91,[-0.375],[0.009114583333333334],[1],[0],[0],[1.2505272999987938],['target'],91,0,91,0,152.95594880002318,,5,152.93653140001697,152.95594880002318,152.95594880002318,0.03498169995145872,153.9672036000411,154.18772849999368,[-0.375],[0.009114583333333334],[1],[0],[0],[1.2505272999987938],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
92,0,92,[0.21614583333333334],[-0.23697916666666666],[1],[0],[0],[2.965325999946799],['target'],92,0,92,0,154.2545603000326,,5,154.23567399999592,154.2545603000326,154.2545603000326,0.047668499988503754,155.25420520000625,157.20169290003832,[0.21614583333333334],[-0.23697916666666666],[1],[0],[0],[2.965325999946799],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
93,0,93,[0.25],[-0.15104166666666666],[1],[0],[0],[0.8510689999675378],['target'],93,0,93,0,157.30262790003326,,10,157.27054840000346,157.30262790003326,157.30262790003326,0.06858859997009858,,158.12273130001267,[0.25],[-0.15104166666666666],[1],[0],[0],[0.8510689999675378],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
94,0,94,[0.3880208333333333],[-0.2421875],[1],[0],[0],[1.2133518000482582],[None],94,0,94,0,158.1912862000172,,5,158.17101460002596,158.1912862000172,158.1912862000172,0.04790200002025813,159.19852360000368,159.38501560001168,[0.3880208333333333],[-0.2421875],[1],[0],[0],[1.2133518000482582],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
95,0,95,[0.10416666666666667],[0.18880208333333334],[1],[0],[0],[0.9087583000073209],['target'],95,0,95,0,159.45212149998406,,5,159.43144640000537,159.45212149998406,159.45212149998406,0.0459448000183329,,160.34188259998336,[0.10416666666666667],[0.18880208333333334],[1],[0],[0],[0.9087583000073209],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
96,0,96,[0.3229166666666667],[-0.19270833333333334],[1],[0],[0],[0.9039413999998942],[None],96,0,96,0,160.40382489998592,,5,160.38076840003487,160.40382489998592,160.40382489998592,0.03841380000812933,,161.28563990001567,[0.3229166666666667],[-0.19270833333333334],[1],[0],[0],[0.9039413999998942],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
97,0,97,[-0.3828125],[0.3294270833333333],[1],[0],[0],[1.4786760000279173],['target'],97,0,97,0,161.3919326000032,,10,161.3590991999954,161.3919326000032,161.3919326000032,0.07306000002427027,162.40205440000864,162.83841229998507,[-0.3828125],[0.3294270833333333],[1],[0],[0],[1.4786760000279173],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
98,0,98,[0.40625],[-0.08723958333333333],[1],[0],[0],[2.123746700002812],['target'],98,0,98,0,162.89886600000318,,5,162.87614680000115,162.89886600000318,162.89886600000318,0.03738090000115335,163.91405329998815,165.00052950001555,[0.40625],[-0.08723958333333333],[1],[0],[0],[2.123746700002812],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
99,0,99,[0.4153645833333333],[0.31640625],[1],[0],[0],[1.998951899993699],['target'],99,0,99,0,165.10157320002327,,10,165.06974830001127,165.10157320002327,165.10157320002327,0.06895750004332513,166.1143497999874,167.06948579999153,[0.4153645833333333],[0.31640625],[1],[0],[0],[1.998951899993699],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
100,0,100,[0.20703125],[-0.4674479166666667],[1],[0],[0],[2.184673300012946],['target'],100,0,100,0,167.1651810000185,,10,167.13410349999322,167.1651810000185,167.1651810000185,0.06426710000960156,168.1658419999876,169.31956129998434,[0.20703125],[-0.4674479166666667],[1],[0],[0],[2.184673300012946],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
101,0,101,[-0.5078125],[0.20442708333333334],[1],[0],[0],[1.3284324999549426],['target'],101,0,101,0,169.4218217000016,,10,169.38829510001233,169.4218217000016,169.4218217000016,0.06836450000992045,170.42273130000103,170.71831760002533,[-0.5078125],[0.20442708333333334],[1],[0],[0],[1.3284324999549426],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
102,0,102,[0.23697916666666666],[0.42578125],[1],[0],[0],[1.002637900004629],['target'],102,0,102,0,170.7750587000046,,5,170.75360679998994,170.7750587000046,170.7750587000046,0.03481929999543354,,171.75774830003502,[0.23697916666666666],[0.42578125],[1],[0],[0],[1.002637900004629],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
103,0,103,[-0.16015625],[-0.016927083333333332],[1],[0],[0],[1.2434892000164837],['target'],103,0,103,0,171.81692220002878,,5,171.79495880001923,171.81692220002878,171.81692220002878,0.036729699990246445,172.83141640003305,173.04028840002138,[-0.16015625],[-0.016927083333333332],[1],[0],[0],[1.2434892000164837],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
104,0,104,[-0.3463541666666667],[-0.04296875],[1],[0],[0],[0.8383085999521427],['target'],104,0,104,0,173.14954439998837,,10,173.1154641000321,173.14954439998837,173.14954439998837,0.07498820003820583,,173.95460290001938,[-0.3463541666666667],[-0.04296875],[1],[0],[0],[0.8383085999521427],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
105,0,105,[-0.4583333333333333],[-0.14973958333333334],[1],[0],[0],[1.0109893000335433],['target'],105,0,105,0,174.05877350002993,,10,174.02673219999997,174.05877350002993,174.05877350002993,0.0717653000028804,,175.0385448000161,[-0.4583333333333333],[-0.14973958333333334],[1],[0],[0],[1.0109893000335433],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
106,0,106,[-0.3776041666666667],[-0.2760416666666667],[1],[0],[0],[1.2258782999706455],['target'],106,0,106,0,175.14130980003392,,10,175.1104217999964,175.14130980003392,175.14130980003392,0.07151370000792667,176.14762940001674,176.33710320002865,[-0.3776041666666667],[-0.2760416666666667],[1],[0],[0],[1.2258782999706455],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
107,0,107,[-0.036458333333333336],[0.44140625],[1],[0],[0],[1.3483014999656007],['target'],107,0,107,0,176.39362540002912,,5,176.37376390001737,176.39362540002912,176.39362540002912,0.03631579998182133,177.39762840000913,177.73040450003464,[-0.036458333333333336],[0.44140625],[1],[0],[0],[1.3483014999656007],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
108,0,108,[-0.21484375],[-0.3645833333333333],[1],[0],[0],[1.5171909000491723],['target'],108,0,108,0,177.83332989999326,,10,177.8020084000309,177.83332989999326,177.83332989999326,0.07127870002295822,178.83687860000646,179.3198465000023,[-0.21484375],[-0.3645833333333333],[1],[0],[0],[1.5171909000491723],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
109,0,109,[0.17317708333333334],[0.1875],[1],[0],[0],[1.1424196000443771],['target'],109,0,109,0,179.37716770003317,,5,179.35627119999845,179.37716770003317,179.37716770003317,0.03607700002612546,180.37987870001234,180.49914040003205,[0.17317708333333334],[0.1875],[1],[0],[0],[1.1424196000443771],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
110,0,110,[-0.0625],[-0.4440104166666667],[1],[0],[0],[2.0446136000100523],['target'],110,0,110,0,180.60687070002314,,10,180.5714781000279,180.60687070002314,180.60687070002314,0.07208649994572625,181.63048620003974,182.61690439999802,[-0.0625],[-0.4440104166666667],[1],[0],[0],[2.0446136000100523],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
111,0,111,[0.24479166666666666],[0.5],[1],[0],[0],[1.1823194000171497],['target'],111,0,111,0,182.67355140001746,,5,182.6530681999866,182.67355140001746,182.67355140001746,0.03579550003632903,183.684750800021,183.83603489998495,[0.24479166666666666],[0.5],[1],[0],[0],[1.1823194000171497],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
112,0,112,[0.11067708333333333],[0.20052083333333334],[1],[0],[0],[1.4485654999734834],['target'],112,0,112,0,183.9368361000088,,10,183.9053719000076,183.9368361000088,183.9368361000088,0.069059900008142,184.95227270002943,185.35480179998558,[0.11067708333333333],[0.20052083333333334],[1],[0],[0],[1.4485654999734834],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
113,0,113,[0.02734375],[-0.022135416666666668],[1],[0],[0],[1.7629005000344478],['target'],113,0,113,0,185.4575509999995,,10,185.42560930002946,185.4575509999995,185.4575509999995,0.0704289999557659,186.4679661000264,187.1899468000047,[0.02734375],[-0.022135416666666668],[1],[0],[0],[1.7629005000344478],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
114,0,114,[-0.08723958333333333],[-0.2786458333333333],[1],[0],[0],[3.2416677000001073],['target'],114,0,114,0,187.24889709998388,,5,187.226458500023,187.24889709998388,187.24889709998388,0.03608489996986464,188.2638460000162,190.46882539999206,[-0.08723958333333333],[-0.2786458333333333],[1],[0],[0],[3.2416677000001073],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
115,0,115,[0.015625],[-0.3046875],[1],[0],[0],[1.0492000000085682],['target'],115,0,115,0,190.52677649998805,,5,190.50607730000047,190.52677649998805,190.52677649998805,0.03695449995575473,191.5359735999955,191.55863789998693,[0.015625],[-0.3046875],[1],[0],[0],[1.0492000000085682],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
116,0,116,[0.0013020833333333333],[0.2721354166666667],[1],[0],[0],[1.0384995000204071],['target'],116,0,116,0,191.61850109999068,,5,191.59588390000863,191.61850109999068,191.61850109999068,0.03652849997160956,192.63215449999552,192.63502350001363,[0.0013020833333333333],[0.2721354166666667],[1],[0],[0],[1.0384995000204071],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
117,0,117,[0.3919270833333333],[-0.10807291666666667],[1],[0],[0],[1.360791800019797],[None],117,0,117,0,192.69395360001363,,5,192.67161540000234,192.69395360001363,192.69395360001363,0.0363064999692142,193.70062820002204,194.03303540003253,[0.3919270833333333],[-0.10807291666666667],[1],[0],[0],[1.360791800019797],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
118,0,118,[-0.19010416666666666],[0.015625],[1],[0],[0],[1.409477999957744],['target'],118,0,118,0,194.09140109998407,,5,194.07031550002284,194.09140109998407,194.09140109998407,0.03697339998325333,195.09529470000416,195.48040430003311,[-0.19010416666666666],[0.015625],[1],[0],[0],[1.409477999957744],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
119,0,119,[0.3723958333333333],[-0.11848958333333333],[1],[0],[0],[1.8012600999791175],['target'],119,0,119,0,195.5333687000093,,5,195.51400439999998,195.5333687000093,195.5333687000093,0.03337629995075986,196.53589850000571,197.3158623999916,[0.3723958333333333],[-0.11848958333333333],[1],[0],[0],[1.8012600999791175],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
120,0,120,[0.010416666666666666],[-0.15364583333333334],[1],[0],[0],[1.4183420999906957],['target'],120,0,120,0,197.42487320001237,,10,197.38521650002804,197.42487320001237,197.42487320001237,0.0691029999870807,198.43211610004073,198.805010400014,[0.010416666666666666],[-0.15364583333333334],[1],[0],[0],[1.4183420999906957],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
121,0,121,[0.10026041666666667],[-0.053385416666666664],[1],[0],[0],[1.0258152999449521],['target'],121,0,121,0,198.86399099999107,,5,198.84104900003877,198.86399099999107,198.86399099999107,0.035648400022182614,199.8639964000322,199.8677308000042,[0.10026041666666667],[-0.053385416666666664],[1],[0],[0],[1.0258152999449521],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
122,0,122,[-0.046875],[-0.3971354166666667],[0],[0],[1],[1.9469384000403807],['target'],122,0,122,0,199.9840332000167,,10,199.9519196000183,199.9840332000167,199.9840332000167,0.08383529999991879,201.00056080002105,201.89949680003338,[-0.046875],[-0.3971354166666667],[0],[0],[1],[1.9469384000403807],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
123,0,123,[0.4518229166666667],[-0.4322916666666667],[1],[0],[0],[1.4457305999821983],['target'],123,0,123,0,202.0078989000176,,10,201.97334249998676,202.0078989000176,202.0078989000176,0.07349749997956678,203.0297947000363,203.41973970003892,[0.4518229166666667],[-0.4322916666666667],[1],[0],[0],[1.4457305999821983],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
124,0,124,[-0.052083333333333336],[0.12760416666666666],[1],[0],[0],[1.1064923999947496],['target'],124,0,124,0,203.523668800015,,10,203.49235320003936,203.523668800015,203.523668800015,0.07224790001055226,204.53940230002627,204.59960399998818,[-0.052083333333333336],[0.12760416666666666],[1],[0],[0],[1.1064923999947496],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
