thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,[0.3177083333333333],[-0.4557291666666667],[1],[0],[0],[1.1764953000238165],['target'],10,0,10,0,17.666433300008066,,5,17.647312599990983,17.666433300008066,17.666433300008066,0.036069100024178624,18.67273520003073,18.82462949998444,[0.3177083333333333],[-0.4557291666666667],[1],[0],[0],[1.1764953000238165],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
11,0,11,[-0.23307291666666666],[-0.14192708333333334],[1],[0],[0],[1.0611341000185348],['target'],11,0,11,0,18.88054420001572,,5,18.86059870000463,18.88054420001572,18.88054420001572,0.03568289999384433,19.8865912000183,19.92250879999483,[-0.23307291666666666],[-0.14192708333333334],[1],[0],[0],[1.0611341000185348],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
12,0,12,[-0.1875],[0.0],[1],[0],[0],[2.586991499993019],['target'],12,0,12,0,20.010703000007197,,10,19.982826800027397,20.010703000007197,20.010703000007197,0.060038399999029934,21.020166300004348,22.570620400016196,[-0.1875],[0.0],[1],[0],[0],[2.586991499993019],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
13,0,13,[-0.26953125],[0.2526041666666667],[1],[0],[0],[0.9860353000112809],['target'],13,0,13,0,22.632842599996366,,5,22.609840399993118,22.632842599996366,22.632842599996366,0.038864700007252395,,23.60090289998334,[-0.26953125],[0.2526041666666667],[1],[0],[0],[0.9860353000112809],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
14,0,14,[0.09765625],[-0.3515625],[1],[0],[0],[1.3502914999844506],['target'],14,0,14,0,23.724247100006323,,10,23.675370700017083,23.724247100006323,23.724247100006323,0.07412379997549579,24.73830020002788,25.02647139999317,[0.09765625],[-0.3515625],[1],[0],[0],[1.3502914999844506],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
15,0,15,[0.11588541666666667],[-0.4778645833333333],[1],[0],[0],[1.210727300029248],['target'],15,0,15,0,25.13138279999839,,10,25.098616800038144,25.13138279999839,25.13138279999839,0.07176119997166097,26.154974100005347,26.31001469999319,[0.11588541666666667],[-0.4778645833333333],[1],[0],[0],[1.210727300029248],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
16,0,16,[0.08463541666666667],[-0.032552083333333336],[1],[0],[0],[1.3945174000109546],['target'],16,0,16,0,26.36334340000758,,5,26.344765099987853,26.36334340000758,26.36334340000758,0.0339244999922812,27.371077899995726,27.73993280000286,[0.08463541666666667],[-0.032552083333333336],[1],[0],[0],[1.3945174000109546],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
17,0,17,[-0.19010416666666666],[0.3919270833333333],[1],[0],[0],[1.2848350999993272],['target'],17,0,17,0,27.788720800017472,,5,27.770862000004854,27.788720800017472,27.788720800017472,0.030697799986228347,28.803598000027705,29.056390099984128,[-0.19010416666666666],[0.3919270833333333],[1],[0],[0],[1.2848350999993272],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
18,0,18,[0.4661458333333333],[0.4440104166666667],[1],[0],[0],[1.3663128000334837],['target'],18,0,18,0,29.106886700028554,,5,29.088629100006074,29.106886700028554,29.106886700028554,0.03200530004687607,30.11964039999293,30.4555340000079,[0.4661458333333333],[0.4440104166666667],[1],[0],[0],[1.3663128000334837],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
19,0,19,[0.4388020833333333],[0.3125],[1],[0],[0],[2.33640510000987],['target'],19,0,19,0,30.503721199987922,,5,30.4858738000039,30.503721199987922,30.503721199987922,0.03010650002397597,31.50434280000627,32.82287550001638,[0.4388020833333333],[0.3125],[1],[0],[0],[2.33640510000987],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
20,0,20,[-0.3411458333333333],[0.453125],[1],[0],[0],[1.0558250999893062],['target'],20,0,20,0,32.86672059999546,,5,32.85137049999321,32.86672059999546,32.86672059999546,0.02826009999262169,33.871505599992815,33.907838199986145,[-0.3411458333333333],[0.453125],[1],[0],[0],[1.0558250999893062],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
21,0,21,[-0.44921875],[-0.009114583333333334],[1],[0],[0],[2.5978954000165686],['target'],21,0,21,0,34.00617990002502,,10,33.977795600018,34.00617990002502,34.00617990002502,0.0695671999710612,35.01955279998947,36.57637580001028,[-0.44921875],[-0.009114583333333334],[1],[0],[0],[2.5978954000165686],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
22,0,22,[0.16796875],[-0.21223958333333334],[1],[0],[0],[1.6066795999649912],['target'],22,0,22,0,36.673929000040516,,10,36.647534299991094,36.673929000040516,36.673929000040516,0.07082800002535805,37.68591510003898,38.254853999998886,[0.16796875],[-0.21223958333333334],[1],[0],[0],[1.6066795999649912],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
23,0,23,[-0.3984375],[-0.2903645833333333],[1],[0],[0],[0.993929999996908],['target'],23,0,23,0,38.356738700007554,,10,38.329240199993365,38.356738700007554,38.356738700007554,0.0740866000414826,,39.32380030001514,[-0.3984375],[-0.2903645833333333],[1],[0],[0],[0.993929999996908],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
24,0,24,[-0.09114583333333333],[-0.19401041666666666],[1],[0],[0],[0.9282215000130236],['target'],24,0,24,0,39.40867159998743,,10,39.381779599993024,39.40867159998743,39.40867159998743,0.057676500000525266,,40.31066210003337,[-0.09114583333333333],[-0.19401041666666666],[1],[0],[0],[0.9282215000130236],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
25,0,25,[-0.2916666666666667],[0.24479166666666666],[1],[0],[0],[1.0218710999470204],['target'],25,0,25,0,40.397760100022424,,10,40.370133300020825,40.397760100022424,40.397760100022424,0.059159900003578514,41.441416000016034,41.392516100022476,[-0.2916666666666667],[0.24479166666666666],[1],[0],[0],[1.0218710999470204],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
26,0,26,[-0.5026041666666666],[0.18359375],[1],[0],[0],[1.5165182000491768],['target'],26,0,26,0,41.441416000016034,,5,41.42326020001201,41.441416000016034,41.441416000016034,0.03042790002655238,42.45292720000725,42.94051919999765,[-0.5026041666666666],[0.18359375],[1],[0],[0],[1.5165182000491768],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
27,0,27,[-0.15885416666666666],[0.4557291666666667],[1],[0],[0],[1.2640942000434734],['target'],27,0,27,0,43.04391609999584,,10,43.007477200008,43.04391609999584,43.04391609999584,0.06669680000049993,44.05487079999875,44.2722219999996,[-0.15885416666666666],[0.4557291666666667],[1],[0],[0],[1.2640942000434734],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
28,0,28,[0.4388020833333333],[0.2903645833333333],[1],[0],[0],[1.6258535999804735],['target'],28,0,28,0,44.35435810004128,,10,44.329777500010096,44.35435810004128,44.35435810004128,0.05724500003270805,45.35366269998485,45.956593200040516,[0.4388020833333333],[0.2903645833333333],[1],[0],[0],[1.6258535999804735],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
29,0,29,[-0.08463541666666667],[0.4427083333333333],[1],[0],[0],[1.1849919000524096],['target'],29,0,29,0,46.047023000021,,10,46.01900959998602,46.047023000021,46.047023000021,0.06204309995518997,47.05374900001334,47.204611200024374,[-0.08463541666666667],[0.4427083333333333],[1],[0],[0],[1.1849919000524096],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
30,0,30,[-0.3502604166666667],[-0.3802083333333333],[1],[0],[0],[1.0949291000142694],['target'],30,0,30,0,47.26180550002027,,5,47.24351589998696,47.26180550002027,47.26180550002027,0.03858799999579787,48.26910909998696,48.339288700022735,[-0.3502604166666667],[-0.3802083333333333],[1],[0],[0],[1.0949291000142694],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
31,0,31,[0.09375],[-0.3723958333333333],[1],[0],[0],[1.3859324000077322],['target'],31,0,31,0,48.40330150001682,,5,48.38500060001388,48.40330150001682,48.40330150001682,0.04542029998265207,49.41887080000015,49.77147849998437,[0.09375],[-0.3723958333333333],[1],[0],[0],[1.3859324000077322],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
32,0,32,[-0.07682291666666667],[0.4973958333333333],[1],[0],[0],[1.371666399994865],['target'],32,0,32,0,49.81862939998973,,5,49.80149630003143,49.81862939998973,49.81862939998973,0.029764599981717765,50.819049199984875,51.17380540003069,[-0.07682291666666667],[0.4973958333333333],[1],[0],[0],[1.371666399994865],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
33,0,33,[0.23958333333333334],[0.17708333333333334],[1],[0],[0],[2.0101455000112765],['target'],33,0,33,0,51.26980469998671,,10,51.243715599994175,51.26980469998671,51.26980469998671,0.06965170003240928,52.2692005999852,53.254479499999434,[0.23958333333333334],[0.17708333333333334],[1],[0],[0],[2.0101455000112765],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
34,0,34,[-0.11067708333333333],[0.4934895833333333],[1],[0],[0],[1.5897727000410669],['target'],34,0,34,0,53.304154800018296,,5,53.28469160001259,53.304154800018296,53.304154800018296,0.029900800029281527,54.30246330000227,54.875297599995974,[-0.11067708333333333],[0.4934895833333333],[1],[0],[0],[1.5897727000410669],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
35,0,35,[-0.015625],[-0.4869791666666667],[1],[0],[0],[1.4060506999958307],['target'],35,0,35,0,54.97366850002436,,5,54.95066279999446,54.97366850002436,54.97366850002436,0.07504910003626719,55.98792159999721,56.35735050000949,[-0.015625],[-0.4869791666666667],[1],[0],[0],[1.4060506999958307],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
36,0,36,[0.4231770833333333],[0.16666666666666666],[1],[0],[0],[1.8750358000397682],['target'],36,0,36,0,56.46711760002654,,10,56.43516880000243,56.46711760002654,56.46711760002654,0.07739890000084415,57.47311020002235,58.31098710000515,[0.4231770833333333],[0.16666666666666666],[1],[0],[0],[1.8750358000397682],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
37,0,37,[0.3190104166666667],[-0.22916666666666666],[1],[0],[0],[5.210465000011027],['target'],37,0,37,0,58.36265040002763,,5,58.34321750001982,58.36265040002763,58.36265040002763,0.03184459998738021,59.36842020001495,63.55437999998685,[0.3190104166666667],[-0.22916666666666666],[1],[0],[0],[5.210465000011027],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
38,0,38,[-0.3268229166666667],[-0.17838541666666666],[1],[0],[0],[1.2186004999675788],['target'],38,0,38,0,63.60251799999969,,5,63.585161600029096,63.60251799999969,63.60251799999969,0.030464100011158735,64.6015351000242,64.80437900003744,[-0.3268229166666667],[-0.17838541666666666],[1],[0],[0],[1.2186004999675788],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
39,0,39,[-0.4479166666666667],[-0.1875],[1],[0],[0],[2.7508927999879234],['target'],39,0,39,0,64.85165730002336,,5,64.83507189998636,64.85165730002336,64.85165730002336,0.030466900032479316,65.8519154000096,67.58658390003256,[-0.4479166666666667],[-0.1875],[1],[0],[0],[2.7508927999879234],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
40,0,40,[-0.22395833333333334],[0.10807291666666667],[1],[0],[0],[1.0048352000303566],[None],40,0,40,0,67.63167450000765,,5,67.61562019999838,67.63167450000765,67.63167450000765,0.028809399984311312,68.71197659999598,68.62128399999347,[-0.22395833333333334],[0.10807291666666667],[1],[0],[0],[1.0048352000303566],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
41,0,41,[0.2591145833333333],[-0.4244791666666667],[1],[0],[0],[1.3889530000160448],[None],41,0,41,0,68.71197659999598,,10,68.68392330000643,68.71197659999598,68.71197659999598,0.06237240001792088,69.71915980003541,70.07377690001158,[0.2591145833333333],[-0.4244791666666667],[1],[0],[0],[1.3889530000160448],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
42,0,42,[0.36328125],[0.15885416666666666],[1],[0],[0],[1.1611732000019401],[None],42,0,42,0,70.12651269999333,,5,70.10848460003035,70.12651269999333,70.12651269999333,0.03437780000967905,71.1343659000122,71.27024340000935,[0.36328125],[0.15885416666666666],[1],[0],[0],[1.1611732000019401],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
43,0,43,[-0.2916666666666667],[-0.42578125],[1],[0],[0],[1.2891748000402004],['target'],43,0,43,0,71.32750290003605,,5,71.29789350001374,71.32750290003605,71.32750290003605,0.02743479999480769,72.33532810001634,72.58782389998669,[-0.2916666666666667],[-0.42578125],[1],[0],[0],[1.2891748000402004],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
44,0,44,[0.3697916666666667],[-0.4505208333333333],[1],[0],[0],[1.8262977999984287],['target'],44,0,44,0,72.68403489998309,,10,72.64625500002876,72.68403489998309,72.68403489998309,0.05818100000033155,73.68515219999244,74.47327359998599,[0.3697916666666667],[-0.4505208333333333],[1],[0],[0],[1.8262977999984287],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
45,0,45,[0.10286458333333333],[-0.10807291666666667],[1],[0],[0],[0.8288117999909446],[None],45,0,45,0,74.52602829999523,,5,74.5078714999836,74.52602829999523,74.52602829999523,0.03424470004392788,,75.3373045999906,[0.10286458333333333],[-0.10807291666666667],[1],[0],[0],[0.8288117999909446],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
46,0,46,[0.026041666666666668],[0.4609375],[1],[0],[0],[1.9327359999879263],[None],46,0,46,0,75.38666130002821,,5,75.36942190001719,75.38666130002821,75.38666130002821,0.03174069995293394,76.408307900012,77.30275770003209,[0.026041666666666668],[0.4609375],[1],[0],[0],[1.9327359999879263],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
47,0,47,[0.3763020833333333],[-0.005208333333333333],[1],[0],[0],[2.197548799973447],['target'],47,0,47,0,77.39448110002559,,10,77.3668125999975,77.39448110002559,77.39448110002559,0.0638353000395,78.40045980003197,79.56503280001925,[0.3763020833333333],[-0.005208333333333333],[1],[0],[0],[2.197548799973447],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
48,0,48,[0.4453125],[0.3216145833333333],[1],[0],[0],[2.1916803999920376],['target'],48,0,48,0,79.66419889999088,,10,79.63301059999503,79.66419889999088,79.66419889999088,0.06758430000627413,80.67858130001696,81.82534049998503,[0.4453125],[0.3216145833333333],[1],[0],[0],[2.1916803999920376],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
49,0,49,[-0.02734375],[0.4244791666666667],[1],[0],[0],[1.215959599998314],['target'],49,0,49,0,81.91545820003375,,10,81.88626190001378,81.91545820003375,81.91545820003375,0.06051620002835989,82.93461950001074,83.10282650002046,[-0.02734375],[0.4244791666666667],[1],[0],[0],[1.215959599998314],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
50,0,50,[0.10546875],[0.09765625],[1],[0],[0],[1.2713332999846898],['target'],50,0,50,0,83.15079470002092,,5,83.1335698000039,83.15079470002092,83.15079470002092,0.030429000034928322,84.15487920003943,84.40556730004027,[0.10546875],[0.09765625],[1],[0],[0],[1.2713332999846898],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
51,0,51,[-0.4661458333333333],[-0.4140625],[1],[0],[0],[2.4480535000329837],['target'],51,0,51,0,84.49931220000144,,10,84.47053230000893,84.49931220000144,84.49931220000144,0.0646769999875687,85.51094370003557,86.91928349999944,[-0.4661458333333333],[-0.4140625],[1],[0],[0],[2.4480535000329837],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
52,0,52,[0.4869791666666667],[-0.041666666666666664],[1],[0],[0],[1.3893371000303887],[None],52,0,52,0,86.96498799999245,,5,86.94872220000252,86.96498799999245,86.96498799999245,0.029156000004149973,87.96681980002904,88.33873930003028,[0.4869791666666667],[-0.041666666666666664],[1],[0],[0],[1.3893371000303887],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
53,0,53,[-0.09765625],[0.3046875],[1],[0],[0],[1.1664921999908984],['target'],53,0,53,0,88.4319467000314,,10,88.40326859999914,88.4319467000314,88.4319467000314,0.06423420005012304,89.4352936000214,89.5703935000347,[-0.09765625],[0.3046875],[1],[0],[0],[1.1664921999908984],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
54,0,54,[0.484375],[0.3151041666666667],[1],[0],[0],[1.5723292999900877],['target'],54,0,54,0,89.62416850001318,,5,89.60403009998845,89.62416850001318,89.62416850001318,0.03322799998568371,90.6299122000346,91.17774340003962,[0.484375],[0.3151041666666667],[1],[0],[0],[1.5723292999900877],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
55,0,55,[-0.328125],[-0.0546875],[1],[0],[0],[1.5830598999746144],['target'],55,0,55,0,91.27052409999305,,10,91.24143689998891,91.27052409999305,91.27052409999305,0.06337119999807328,92.28847710002447,92.82514750002883,[-0.328125],[-0.0546875],[1],[0],[0],[1.5830598999746144],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
56,0,56,[0.12109375],[-0.2604166666666667],[1],[0],[0],[1.094842000049539],['target'],56,0,56,0,92.88072389998706,,5,92.861195400008,92.88072389998706,92.88072389998706,0.035683499998413026,93.89146700000856,93.95665579999331,[0.12109375],[-0.2604166666666667],[1],[0],[0],[1.094842000049539],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
57,0,57,[-0.0625],[0.4127604166666667],[1],[0],[0],[1.263446400000248],['target'],57,0,57,0,94.05730829999084,,10,94.02641920000315,94.05730829999084,94.05730829999084,0.06942660000640899,95.06849560001865,95.29054180003004,[-0.0625],[0.4127604166666667],[1],[0],[0],[1.263446400000248],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
58,0,58,[0.057291666666666664],[0.4635416666666667],[1],[0],[0],[1.1301098999683745],['target'],58,0,58,0,95.39111419999972,,10,95.36069040000439,95.39111419999972,95.39111419999972,0.0697727000224404,96.39065800001845,96.49154439999256,[0.057291666666666664],[0.4635416666666667],[1],[0],[0],[1.1301098999683745],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
59,0,59,[-0.10807291666666667],[0.09895833333333333],[1],[0],[0],[1.6004327000118792],['target'],59,0,59,0,96.54651580000063,,5,96.52664320002077,96.54651580000063,96.54651580000063,0.03478990000439808,97.55279270000756,98.128990600002,[-0.10807291666666667],[0.09895833333333333],[1],[0],[0],[1.6004327000118792],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
60,0,60,[0.28125],[-0.22265625],[1],[0],[0],[2.129651199968066],['target'],60,0,60,0,98.2290309999953,,10,98.19694729999173,98.2290309999953,98.2290309999953,0.06760579999536276,99.2408292000182,100.32840749999741,[0.28125],[-0.22265625],[1],[0],[0],[2.129651199968066],['target'],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
61,0,61,[0.19791666666666666],[0.045572916666666664],[1],[0],[0],[0.9613748000119813],[None],61,0,61,0,100.38783150003292,,5,100.36453740001889,100.38783150003292,100.38783150003292,0.03562420001253486,,101.32875200000126,[0.19791666666666666],[0.045572916666666664],[1],[0],[0],[0.9613748000119813],[None],710056,001,2024-10-10_16h02.11.343,script,2024.2.1post4,59.871921998951926,2024-10-10 16h02.27.941815 +0530,
