11.7868 	INFO 	Loaded monitor calibration from ['2024_08_09 11:02']
11.8165 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
13.7999 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9ACEE0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9AD450>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9ADE70>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000192269F8700>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.8001 	EXP 	window1: backgroundImage = ''
13.8001 	EXP 	window1: backgroundFit = 'none'
13.8005 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9ADED0>
13.8007 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9ADED0>
13.8139 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9ADED0>
13.8154 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9ADED0>
13.9457 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9ADED0>
13.9460 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9ADED0>
13.9476 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9ADED0>
13.9490 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001921D9ADED0>
14.0305 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.0306 	EXP 	window1: recordFrameIntervals = False
14.0502 	DATA 	Mouse: Left button down, pos=(546,522)
14.1638 	DATA 	Mouse:  Left button up, pos=(546,522)
14.1928 	EXP 	window1: recordFrameIntervals = True
