thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,[0.140625],[-0.4466145833333333],[1],[0],[0],[1.3914940999820828],['target'],10,0,10,0,15.420862700033467,,5,15.40645550005138,15.420862700033467,15.420862700033467,0.04159859998617321,16.429098200052977,16.798633600003086,[0.140625],[-0.4466145833333333],[1],[0],[0],[1.3914940999820828],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
11,0,11,[-0.5091145833333334],[-0.2799479166666667],[1],[0],[0],[1.7069647000171244],[None],11,0,11,0,16.838726400048472,,5,16.824344700027723,16.838726400048472,16.838726400048472,0.025473899964708835,17.845618600025773,18.531922499998473,[-0.5091145833333334],[-0.2799479166666667],[1],[0],[0],[1.7069647000171244],[None],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
12,0,12,[0.3815104166666667],[0.006510416666666667],[1],[0],[0],[1.4869225000147708],[None],12,0,12,0,18.574289900017902,,5,18.559764600009657,18.574289900017902,18.574289900017902,0.02764990000287071,19.579362700053025,20.0473102000542,[0.3815104166666667],[0.006510416666666667],[1],[0],[0],[1.4869225000147708],[None],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
13,0,13,[-0.20963541666666666],[-0.10026041666666667],[1],[0],[0],[2.2516025000368245],['target'],13,0,13,0,20.13505520002218,,10,20.11285360000329,20.13505520002218,20.13505520002218,0.06535599997732788,21.145481900020968,22.365069699997548,[-0.20963541666666666],[-0.10026041666666667],[1],[0],[0],[2.2516025000368245],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
14,0,14,[0.4895833333333333],[-0.4205729166666667],[1],[0],[0],[1.1064597999793477],['target'],14,0,14,0,22.422233600053005,,5,22.407477400032803,22.422233600053005,22.422233600053005,0.042128800007048994,23.429017700022087,23.514640400011558,[0.4895833333333333],[-0.4205729166666667],[1],[0],[0],[1.1064597999793477],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
15,0,15,[-0.234375],[0.18489583333333334],[1],[0],[0],[1.2242280999780633],[None],15,0,15,0,23.61503200000152,,10,23.590147500042804,23.61503200000152,23.61503200000152,0.07528709998587146,24.62867400003597,24.81503990001511,[-0.234375],[0.18489583333333334],[1],[0],[0],[1.2242280999780633],[None],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
16,0,16,[0.07161458333333333],[0.4674479166666667],[1],[0],[0],[0.9259101999923587],['target'],16,0,16,0,24.869070900022052,,5,24.854332100017928,24.869070900022052,24.869070900022052,0.03902399999788031,,25.780871400027536,[0.07161458333333333],[0.4674479166666667],[1],[0],[0],[0.9259101999923587],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
17,0,17,[-0.359375],[0.4518229166666667],[1],[0],[0],[1.0477058999822475],['target'],17,0,17,0,25.8747581000207,,10,25.849977800040506,25.8747581000207,25.8747581000207,0.06894999998621643,26.879305900016334,26.898325800022576,[-0.359375],[0.4518229166666667],[1],[0],[0],[1.0477058999822475],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
18,0,18,[0.29296875],[0.0078125],[1],[0],[0],[2.4255296000046656],['target'],18,0,18,0,26.954501100000925,,5,26.939011200040113,26.954501100000925,26.954501100000925,0.04033849999541417,27.962148700025864,29.36520240001846,[0.29296875],[0.0078125],[1],[0],[0],[2.4255296000046656],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
19,0,19,[0.3984375],[0.21744791666666666],[1],[0],[0],[1.4882267999928445],['target'],19,0,19,0,29.42488720000256,,5,29.409451400046237,29.42488720000256,29.42488720000256,0.044050399970728904,30.428519800014328,30.898324500012677,[0.3984375],[0.21744791666666666],[1],[0],[0],[1.4882267999928445],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
20,0,20,[0.23958333333333334],[0.42578125],[1],[0],[0],[2.5922265000408515],['target'],20,0,20,0,30.952503000036813,,5,30.93716300005326,30.952503000036813,30.952503000036813,0.038607000024057925,31.961787100008223,33.53000970004359,[0.23958333333333334],[0.42578125],[1],[0],[0],[2.5922265000408515],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
21,0,21,[-0.2981770833333333],[-0.1875],[1],[0],[0],[1.500166799989529],['target'],21,0,21,0,33.578928700007964,,5,33.56280940002762,33.578928700007964,33.578928700007964,0.0325656000059098,34.57841280003777,35.06356300000334,[-0.2981770833333333],[-0.1875],[1],[0],[0],[1.500166799989529],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
22,0,22,[-0.41015625],[-0.4609375],[1],[0],[0],[2.177621699986048],['target'],22,0,22,0,35.12040940002771,,5,35.10323590005282,35.12040940002771,35.12040940002771,0.03945769998244941,36.12813880003523,37.28146950004157,[-0.41015625],[-0.4609375],[1],[0],[0],[2.177621699986048],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
23,0,23,[-0.24869791666666666],[0.3125],[1],[0],[0],[1.8712478000088595],['target'],23,0,23,0,37.34182790003251,,5,37.32565260003321,37.34182790003251,37.34182790003251,0.043927300022915006,38.34441440005321,39.19751950004138,[-0.24869791666666666],[0.3125],[1],[0],[0],[1.8712478000088595],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
24,0,24,[-0.2565104166666667],[-0.24869791666666666],[1],[0],[0],[1.3969893000321463],['target'],24,0,24,0,39.271710100001656,,10,39.24917640001513,39.271710100001656,39.271710100001656,0.05145919998176396,40.27793760003988,40.6467765000416,[-0.2565104166666667],[-0.24869791666666666],[1],[0],[0],[1.3969893000321463],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
25,0,25,[-0.4348958333333333],[0.4244791666666667],[1],[0],[0],[1.297525899950415],[None],25,0,25,0,40.697387300024275,,5,40.682410900015384,40.697387300024275,40.697387300024275,0.03532129997620359,41.71112180000637,41.98059980000835,[-0.4348958333333333],[0.4244791666666667],[1],[0],[0],[1.297525899950415],[None],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
26,0,26,[-0.4661458333333333],[0.47265625],[1],[0],[0],[0.8926551000331528],['target'],26,0,26,0,42.03584780002711,,5,42.02033350005513,42.03584780002711,42.03584780002711,0.03952900000149384,,42.91368800000055,[-0.4661458333333333],[0.47265625],[1],[0],[0],[0.8926551000331528],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
27,0,27,[-0.4309895833333333],[0.4244791666666667],[1],[0],[0],[0.9328972999937832],['target'],27,0,27,0,42.961894000007305,,5,42.947475300054066,42.961894000007305,42.961894000007305,0.033550199994351715,,43.88105090003228,[-0.4309895833333333],[0.4244791666666667],[1],[0],[0],[0.9328972999937832],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
28,0,28,[-0.06510416666666667],[-0.17057291666666666],[1],[0],[0],[1.5641972000012174],['target'],28,0,28,0,43.97333420003997,,10,43.94958440004848,43.97333420003997,43.97333420003997,0.06831389997387305,44.97781560005387,45.514408600050956,[-0.06510416666666667],[-0.17057291666666666],[1],[0],[0],[1.5641972000012174],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
29,0,29,[-0.421875],[0.10546875],[1],[0],[0],[0.96182540000882],['target'],29,0,29,0,45.61068870004965,,10,45.58481120003853,45.61068870004965,45.61068870004965,0.0700937999645248,,46.54729509999743,[-0.421875],[0.10546875],[1],[0],[0],[0.96182540000882],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
30,0,30,[0.22005208333333334],[-0.13151041666666666],[1],[0],[0],[1.2375309999915771],['target'],30,0,30,0,46.603611500002444,,5,46.57515099999728,46.603611500002444,46.603611500002444,0.027606400020886213,47.61134610004956,47.813282100018114,[0.22005208333333334],[-0.13151041666666666],[1],[0],[0],[1.2375309999915771],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
31,0,31,[-0.08072916666666667],[-0.02734375],[1],[0],[0],[0.8428799999528565],['target'],31,0,31,0,47.869553600030486,,5,47.8530018000165,47.869553600030486,47.869553600030486,0.03947610000614077,,48.69649450003635,[-0.08072916666666667],[-0.02734375],[1],[0],[0],[0.8428799999528565],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
32,0,32,[0.265625],[0.2877604166666667],[1],[0],[0],[0.8757301999721676],['target'],32,0,32,0,48.7547396000009,,5,48.73855830001412,48.7547396000009,48.7547396000009,0.04188969999086112,,49.61493480001809,[0.265625],[0.2877604166666667],[1],[0],[0],[0.8757301999721676],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
33,0,33,[-0.4713541666666667],[0.4153645833333333],[1],[0],[0],[1.6139792000176385],['target'],33,0,33,0,49.704947000020184,,10,49.68156340002315,49.704947000020184,49.704947000020184,0.06629710004199296,50.71123230003286,51.29619200003799,[-0.4713541666666667],[0.4153645833333333],[1],[0],[0],[1.6139792000176385],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
34,0,34,[0.11328125],[0.4153645833333333],[1],[0],[0],[1.2383907999610528],['target'],34,0,34,0,51.33995930000674,,5,51.3243652000092,51.33995930000674,51.33995930000674,0.02789869997650385,52.344141600013245,52.56340420001652,[0.11328125],[0.4153645833333333],[1],[0],[0],[1.2383907999610528],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
35,0,35,[0.028645833333333332],[-0.26953125],[1],[0],[0],[2.1298407000140287],['target'],35,0,35,0,52.658783600025345,,10,52.63209840003401,52.658783600025345,52.658783600025345,0.06849789997795597,53.66072410001652,54.76258790004067,[0.028645833333333332],[-0.26953125],[1],[0],[0],[2.1298407000140287],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
36,0,36,[0.0013020833333333333],[-0.26953125],[1],[0],[0],[0.782398600014858],['target'],36,0,36,0,54.85410470003262,,10,54.82975640002405,54.85410470003262,54.85410470003262,0.06692239997209981,,55.61270910000894,[0.0013020833333333333],[-0.26953125],[1],[0],[0],[0.782398600014858],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
37,0,37,[-0.4713541666666667],[-0.4791666666666667],[1],[0],[0],[2.5923545000259764],['target'],37,0,37,0,55.66890810005134,,5,55.65271560003748,55.66890810005134,55.66890810005134,0.03972920001251623,56.677191200025845,58.245767100015655,[-0.4713541666666667],[-0.4791666666666667],[1],[0],[0],[2.5923545000259764],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
38,0,38,[-0.2734375],[0.5],[1],[0],[0],[1.6467829000321217],['target'],38,0,38,0,58.323338700050954,,10,58.29987330001313,58.323338700050954,58.323338700050954,0.053907399997115135,59.32719750003889,59.9473906000494,[-0.2734375],[0.5],[1],[0],[0],[1.6467829000321217],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
39,0,39,[0.1484375],[-0.12369791666666667],[1],[0],[0],[1.1049766999785788],[None],39,0,39,0,59.98895030003041,,5,59.974574899999425,59.98895030003041,59.98895030003041,0.026922499993816018,60.99364160001278,61.08028520003427,[0.1484375],[-0.12369791666666667],[1],[0],[0],[1.1049766999785788],[None],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
40,0,40,[0.2890625],[0.46484375],[1],[0],[0],[1.4579947000020184],['target'],40,0,40,0,61.137949000054505,,5,61.1204498000443,61.137949000054505,61.137949000054505,0.03993360005551949,62.14390650001587,62.5790665000095,[0.2890625],[0.46484375],[1],[0],[0],[1.4579947000020184],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
41,0,41,[-0.38671875],[-0.07421875],[1],[0],[0],[1.818581700033974],[None],41,0,41,0,62.66595910000615,,10,62.64309590001358,62.66595910000615,62.66595910000615,0.06377860001521185,63.67736730002798,64.46232250001049,[-0.38671875],[-0.07421875],[1],[0],[0],[1.818581700033974],[None],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
42,0,42,[0.03125],[0.3255208333333333],[1],[0],[0],[1.0572810000157915],['target'],42,0,42,0,64.56847990001552,,10,64.53821840003366,64.56847990001552,64.56847990001552,0.07559769996441901,65.57679680001456,65.59607330005383,[0.03125],[0.3255208333333333],[1],[0],[0],[1.0572810000157915],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
43,0,43,[0.3307291666666667],[-0.29296875],[1],[0],[0],[1.2623888999805786],['target'],43,0,43,0,65.64867340005003,,5,65.63303600001382,65.64867340005003,65.64867340005003,0.03669230005471036,66.65992000000551,66.89611100003822,[0.3307291666666667],[-0.29296875],[1],[0],[0],[1.2623888999805786],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
44,0,44,[-0.4921875],[-0.4075520833333333],[1],[0],[0],[1.413297999999486],['target'],44,0,44,0,66.98924080003053,,10,66.96543640003074,66.98924080003053,66.98924080003053,0.06911310000577942,67.99375420005526,68.37963060004404,[-0.4921875],[-0.4075520833333333],[1],[0],[0],[1.413297999999486],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
45,0,45,[-0.32421875],[0.3997395833333333],[1],[0],[0],[1.4899141999776475],['target'],45,0,45,0,68.43764940003166,,5,68.42263770004502,68.43764940003166,68.43764940003166,0.04268499999307096,69.44350430002669,69.91321310005151,[-0.32421875],[0.3997395833333333],[1],[0],[0],[1.4899141999776475],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
46,0,46,[0.30078125],[-0.01953125],[1],[0],[0],[1.0955981999868527],['target'],46,0,46,0,69.98867320001591,,10,69.96656140004052,69.98867320001591,69.98867320001591,0.05314370000269264,70.99342170002637,71.06278650002787,[0.30078125],[-0.01953125],[1],[0],[0],[1.0955981999868527],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
47,0,47,[-0.5052083333333334],[0.3619791666666667],[1],[0],[0],[0.9672204999951646],[None],47,0,47,0,71.11093700001948,,5,71.09589290001895,71.11093700001948,71.11093700001948,0.03283639997243881,,72.06385460001184,[-0.5052083333333334],[0.3619791666666667],[1],[0],[0],[0.9672204999951646],[None],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
48,0,48,[-0.359375],[-0.08463541666666667],[1],[0],[0],[1.0372016000328586],['target'],48,0,48,0,72.10727730003418,,5,72.09149600000819,72.10727730003418,72.10727730003418,0.02742729999590665,73.10982820001664,73.12929180002538,[-0.359375],[-0.08463541666666667],[1],[0],[0],[1.0372016000328586],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
49,0,49,[0.24348958333333334],[0.15104166666666666],[1],[0],[0],[1.4899083999916911],['target'],49,0,49,0,73.23123260005377,,10,73.20578180003213,73.23123260005377,73.23123260005377,0.07629529997939244,74.24375480000162,74.69628240005113,[0.24348958333333334],[0.15104166666666666],[1],[0],[0],[1.4899083999916911],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
50,0,50,[0.13671875],[0.09505208333333333],[1],[0],[0],[1.066555800032802],['target'],50,0,50,0,74.74653400003444,,5,74.72870830004103,74.74653400003444,74.74653400003444,0.03209130000323057,75.76029970002128,75.79587670002365,[0.13671875],[0.09505208333333333],[1],[0],[0],[1.066555800032802],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
51,0,51,[-0.4739583333333333],[-0.13541666666666666],[1],[0],[0],[0.9395827000262216],['target'],51,0,51,0,75.83792990003712,,5,75.82249840005534,75.83792990003712,75.83792990003712,0.02640670002438128,,76.76268030004576,[-0.4739583333333333],[-0.13541666666666666],[1],[0],[0],[0.9395827000262216],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
52,0,52,[0.24479166666666666],[0.20963541666666666],[1],[0],[0],[1.661657600023318],['target'],52,0,52,0,76.85798380000051,,10,76.83266450004885,76.85798380000051,76.85798380000051,0.0697918999940157,77.8595750000095,78.4950291000423,[0.24479166666666666],[0.20963541666666666],[1],[0],[0],[1.661657600023318],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
53,0,53,[-0.33984375],[0.044270833333333336],[1],[0],[0],[0.8736442999797873],['target'],53,0,53,0,78.53714850003598,,5,78.52165700000478,78.53714850003598,78.53714850003598,0.026372199994511902,,79.39625970000634,[-0.33984375],[0.044270833333333336],[1],[0],[0],[0.8736442999797873],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
54,0,54,[0.3138020833333333],[0.04296875],[1],[0],[0],[1.3285819999873638],['target'],54,0,54,0,79.49051840003813,,10,79.46659600001294,79.49051840003813,79.49051840003813,0.07005380000919104,80.49281610001344,80.79599860002054,[0.3138020833333333],[0.04296875],[1],[0],[0],[1.3285819999873638],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
55,0,55,[-0.4791666666666667],[-0.23177083333333334],[1],[0],[0],[0.9945892000105232],['target'],55,0,55,0,80.87353969999822,,10,80.85025690001203,80.87353969999822,80.87353969999822,0.05399440001929179,,81.84570689999964,[-0.4791666666666667],[-0.23177083333333334],[1],[0],[0],[0.9945892000105232],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
56,0,56,[-0.41015625],[0.46875],[1],[0],[0],[2.3067647999851033],['target'],56,0,56,0,81.88801490003243,,5,81.8720130000147,81.88801490003243,81.88801490003243,0.026063399971462786,82.89265790005447,84.17956480005523,[-0.41015625],[0.46875],[1],[0],[0],[2.3067647999851033],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
57,0,57,[-0.10026041666666667],[0.24609375],[1],[0],[0],[0.9131785000208765],['target'],57,0,57,0,84.27203450002708,,10,84.24787300004391,84.27203450002708,84.27203450002708,0.06807600002503023,,85.16167410003254,[-0.10026041666666667],[0.24609375],[1],[0],[0],[0.9131785000208765],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
58,0,58,[-0.39453125],[-0.08723958333333333],[1],[0],[0],[1.1898654999677092],['target'],58,0,58,0,85.20394410000881,,5,85.18915099999867,85.20394410000881,85.20394410000881,0.027205599995795637,86.20916170004057,86.37981530005345,[-0.39453125],[-0.08723958333333333],[1],[0],[0],[1.1898654999677092],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
59,0,59,[0.2591145833333333],[0.3385416666666667],[1],[0],[0],[1.1998654000344686],['target'],59,0,59,0,86.46771170001011,,10,86.443885900022,86.46771170001011,86.46771170001011,0.06386009999550879,87.47621470002923,87.6443600000348,[0.2591145833333333],[0.3385416666666667],[1],[0],[0],[1.1998654000344686],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
60,0,60,[-0.19401041666666666],[-0.4205729166666667],[1],[0],[0],[1.8893962999572977],['target'],60,0,60,0,87.68702090001898,,5,87.67145100003108,87.68702090001898,87.68702090001898,0.02684209996368736,88.69255230005365,89.56156130001182,[-0.19401041666666666],[-0.4205729166666667],[1],[0],[0],[1.8893962999572977],['target'],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
61,0,61,[0.35546875],[-0.07291666666666667],[1],[0],[0],[1.0880742999725044],[None],61,0,61,0,89.60392200003844,,5,89.5888570000534,89.60392200003844,89.60392200003844,0.02707790001295507,90.6087908000336,90.67776900000172,[0.35546875],[-0.07291666666666667],[1],[0],[0],[1.0880742999725044],[None],033335,001,2024-10-10_16h28.07.971,script,2024.2.1post4,60.08795675630589,2024-10-10 16h28.22.150023 +0530,
